proto,dip,dport,sip,sport,state,time,user
ssh,10.7.133.19,22,10.50.50.31,4220,success,2017-11-09 02:00:00,root
ssh,10.7.133.17,22,10.50.50.44,3364,success,2017-11-09 02:00:00,root
ssh,10.7.133.16,22,10.50.50.46,5360,success,2017-11-09 02:00:00,root
ssh,10.7.133.16,22,10.50.50.37,2704,success,2017-11-09 02:00:00,root
ssh,10.7.133.21,22,10.50.50.26,4614,success,2017-11-09 02:00:00,root
mysql,10.50.50.26,4443,10.64.105.160,2287,success,2017-11-09 07:11:49,1397
tds,10.50.50.29,54238,10.64.105.120,1971,success,2017-11-09 07:16:56,1102
ftp,10.50.50.46,21,10.64.105.13,1668,success,2017-11-09 07:18:56,1493
ftp,10.50.50.26,21,10.64.105.75,2170,success,2017-11-09 07:22:52,1359
tds,10.50.50.26,54238,10.64.105.242,2427,success,2017-11-09 07:23:15,1140
ftp,10.7.133.18,21,10.64.106.34,2330,success,2017-11-09 07:24:05,1210
tds,10.50.50.29,54238,10.64.105.116,1828,success,2017-11-09 07:28:02,1204
sftp,10.50.50.26,22,10.64.105.112,1759,success,2017-11-09 07:28:13,1456
postgresql,10.50.50.29,5432,10.64.105.54,2070,success,2017-11-09 07:39:08,1257
mongodb,10.7.133.20,8005,10.64.105.160,2287,success,2017-11-09 07:40:48,1397
postgresql,10.7.133.15,5432,10.64.105.203,1919,success,2017-11-09 07:41:25,1417
postgresql,10.50.50.37,5432,10.64.105.164,1637,success,2017-11-09 07:43:32,1167
mysql,10.50.50.26,4443,10.64.106.45,1926,success,2017-11-09 07:46:21,1484
postgresql,10.50.50.28,5432,10.64.105.9,2269,error,2017-11-09 07:48:30,1307
mongodb,10.50.50.26,8005,10.64.105.120,1971,success,2017-11-09 07:49:22,1102
ftp,10.50.50.26,21,10.64.105.58,1572,success,2017-11-09 07:52:24,1457
sftp,10.50.50.28,22,10.64.105.36,2216,success,2017-11-09 07:53:26,1220
tds,10.50.50.28,54238,10.64.106.34,2330,success,2017-11-09 07:53:55,1210
mysql,10.50.50.26,4443,10.64.105.13,1668,success,2017-11-09 07:58:56,1493
ftp,10.50.50.28,21,10.64.105.25,1836,success,2017-11-09 08:00:09,1154
mysql,10.50.50.43,4443,10.64.105.242,2427,success,2017-11-09 08:00:16,1140
