proto,dip,dport,sip,sport,state,time,user
ssh,10.7.133.16,22,10.50.50.37,3259,success,2017-11-07 02:00:00,root
ssh,10.7.133.16,22,10.50.50.46,5518,success,2017-11-07 02:00:00,root
ssh,10.7.133.17,22,10.50.50.44,4267,success,2017-11-07 02:00:00,root
ssh,10.7.133.19,22,10.50.50.31,2950,success,2017-11-07 02:00:00,root
ssh,10.7.133.21,22,10.50.50.26,4124,success,2017-11-07 02:00:00,root
postgresql,10.50.50.29,5432,10.64.105.242,1619,success,2017-11-07 07:02:08,1140
ssh,10.50.50.26,22,10.64.105.120,1913,success,2017-11-07 07:15:25,1102
tds,10.50.50.35,54238,10.64.105.75,1883,success,2017-11-07 07:17:36,1359
tds,10.50.50.28,54238,10.64.105.160,1767,success,2017-11-07 07:17:42,1397
tds,10.50.50.26,54238,10.64.105.13,1580,success,2017-11-07 07:25:10,1493
mysql,10.50.50.43,4443,10.64.105.112,1613,success,2017-11-07 07:28:02,1456
sftp,10.50.50.28,22,10.64.105.116,1532,success,2017-11-07 07:31:47,1204
ssh,10.50.50.33,22,10.64.105.242,1619,success,2017-11-07 07:32:03,1140
sftp,10.50.50.26,22,10.64.106.34,1596,success,2017-11-07 07:32:03,1210
tds,10.50.50.37,54238,10.64.105.54,1961,success,2017-11-07 07:39:59,1257
mysql,10.50.50.28,4443,10.64.105.203,1884,success,2017-11-07 07:41:50,1417
postgresql,10.50.50.29,5432,10.64.105.36,2186,success,2017-11-07 07:43:14,1220
postgresql,10.50.50.29,5432,10.64.105.160,1767,success,2017-11-07 07:43:24,1397
tds,10.50.50.28,54238,10.64.105.164,1927,success,2017-11-07 07:44:42,1167
ftp,10.50.50.28,21,10.64.105.58,2071,success,2017-11-07 07:45:42,1457
sftp,10.50.50.33,22,10.64.105.9,1552,success,2017-11-07 07:46:36,1307
mongodb,10.7.133.15,8005,10.64.105.120,1913,success,2017-11-07 07:50:21,1102
mysql,10.50.50.29,4443,10.64.106.45,1892,success,2017-11-07 07:50:26,1484
ftp,10.50.50.36,21,10.64.105.75,1883,success,2017-11-07 07:56:30,1359
ssh,10.50.50.26,22,10.64.105.112,1613,success,2017-11-07 07:56:40,1456
mongodb,10.50.50.44,8005,10.64.105.25,2043,success,2017-11-07 07:57:30,1154
ftp,10.50.50.29,21,10.64.105.13,1580,success,2017-11-07 08:02:18,1493
postgresql,10.50.50.26,5432,10.64.106.20,2420,success,2017-11-07 08:03:17,1459
mongodb,10.50.50.26,8005,10.64.105.161,2104,success,2017-11-07 08:05:13,1351
ftp,10.50.50.49,21,10.64.105.73,1789,success,2017-11-07 08:05:39,1151
ssh,10.50.50.26,22,10.64.105.242,1619,success,2017-11-07 08:06:17,1140
mongodb,10.7.133.18,8005,10.64.105.249,1998,success,2017-11-07 08:07:10,1344
postgresql,10.50.50.26,5432,10.64.105.203,1884,success,2017-11-07 08:07:32,1417
ftp,10.50.50.43,21,10.64.105.250,1705,success,2017-11-07 08:07:55,1252
sftp,10.50.50.29,22,10.64.105.213,1986,success,2017-11-07 08:08:06,1491
tds,10.50.50.29,54238,10.64.106.34,1596,success,2017-11-07 08:08:17,1210
mongodb,10.50.50.26,8005,10.64.105.164,1927,success,2017-11-07 08:08:26,1167
postgresql,10.50.50.39,5432,10.64.105.183,2330,success,2017-11-07 08:08:35,1254
sftp,10.50.50.26,22,10.64.105.143,1721,success,2017-11-07 08:09:37,1142
sftp,10.50.50.26,22,10.64.105.100,1895,success,2017-11-07 08:10:29,1345
postgresql,10.50.50.26,5432,10.64.105.160,1767,success,2017-11-07 08:11:59,1397
tds,10.50.50.26,54238,10.64.105.54,1961,error,2017-11-07 08:13:51,1257
ftp,10.50.50.29,21,10.64.106.25,1951,success,2017-11-07 08:14:21,1296
postgresql,10.50.50.26,5432,10.64.105.9,1552,success,2017-11-07 08:14:29,1307
postgresql,10.50.50.38,5432,10.64.105.70,1746,success,2017-11-07 08:14:32,1330
tds,10.7.133.15,54238,10.64.105.58,2071,success,2017-11-07 08:15:59,1457
mysql,10.50.50.26,4443,10.64.106.21,1647,success,2017-11-07 08:16:13,1449
tds,10.50.50.26,54238,10.64.105.77,2291,success,2017-11-07 08:17:44,1127
tds,10.50.50.28,54238,10.64.105.68,1601,success,2017-11-07 08:17:45,1098
ftp,10.50.50.29,21,10.64.105.75,1883,success,2017-11-07 08:18:36,1359
ssh,10.50.50.35,22,10.64.105.30,2177,success,2017-11-07 08:19:37,1362
postgresql,10.50.50.26,5432,10.64.105.80,1885,success,2017-11-07 08:20:19,1182
mysql,10.50.50.26,4443,10.64.105.36,2186,success,2017-11-07 08:20:26,1220
sftp,10.7.133.15,22,10.64.105.27,1926,success,2017-11-07 08:22:11,1205
postgresql,10.50.50.28,5432,10.64.105.112,1613,success,2017-11-07 08:22:14,1456
sftp,10.50.50.26,22,10.64.105.74,1828,success,2017-11-07 08:22:28,1486
sftp,10.50.50.43,22,10.64.105.210,2362,success,2017-11-07 08:22:46,1495
tds,10.7.133.18,54238,10.64.105.229,2368,success,2017-11-07 08:23:22,1455
tds,10.7.133.16,54238,10.64.106.39,2125,success,2017-11-07 08:23:23,1321
mongodb,10.50.50.28,8005,10.64.105.13,1580,success,2017-11-07 08:26:08,1493
sftp,10.7.133.15,22,10.64.105.120,1913,success,2017-11-07 08:26:31,1102
mongodb,10.50.50.37,8005,10.64.105.216,1998,success,2017-11-07 08:26:35,1199
mysql,10.50.50.26,4443,10.64.105.110,1827,success,2017-11-07 08:26:36,1270
sftp,10.50.50.40,22,10.64.105.159,1931,success,2017-11-07 08:27:00,1336
postgresql,10.50.50.29,5432,10.64.106.36,1790,success,2017-11-07 08:27:31,1147
postgresql,10.50.50.29,5432,10.64.105.41,2048,success,2017-11-07 08:28:02,1477
ftp,10.50.50.37,21,10.64.105.245,2333,success,2017-11-07 08:28:15,1191
mysql,10.50.50.29,4443,10.64.106.47,1974,success,2017-11-07 08:28:24,1393
ftp,10.50.50.43,21,10.64.105.57,1814,success,2017-11-07 08:28:26,1177
mongodb,10.50.50.46,8005,10.64.105.149,2477,success,2017-11-07 08:28:56,1306
tds,10.7.133.18,54238,10.64.105.104,1810,success,2017-11-07 08:29:16,1197
sftp,10.50.50.29,22,10.64.105.250,1705,success,2017-11-07 08:29:21,1252
ftp,10.50.50.26,21,10.64.106.31,2060,error,2017-11-07 08:29:43,1126
sftp,10.50.50.29,22,10.64.105.234,1973,success,2017-11-07 08:29:55,1396
ftp,10.50.50.29,21,10.64.105.65,2258,success,2017-11-07 08:29:59,1428
ftp,10.50.50.37,21,10.64.106.45,1892,success,2017-11-07 08:30:09,1484
sftp,10.50.50.26,22,10.64.105.163,2247,success,2017-11-07 08:30:10,1348
mysql,10.50.50.26,4443,10.64.105.116,1532,success,2017-11-07 08:30:16,1204
ssh,10.50.50.26,22,10.64.105.129,2172,error,2017-11-07 08:30:19,1207
mongodb,10.50.50.26,8005,10.64.105.176,1983,success,2017-11-07 08:30:22,1490
ssh,10.50.50.37,22,10.64.105.200,2150,success,2017-11-07 08:30:22,1299
tds,10.50.50.26,54238,10.64.105.183,2330,error,2017-11-07 08:30:43,1254
ssh,10.50.50.29,22,10.64.105.145,2313,success,2017-11-07 08:30:47,1496
tds,10.50.50.26,54238,10.64.105.148,2464,success,2017-11-07 08:31:57,1406
ftp,10.50.50.26,21,10.64.105.131,1544,success,2017-11-07 08:32:02,1278
mysql,10.50.50.28,4443,10.64.105.238,1911,success,2017-11-07 08:32:04,1115
postgresql,10.50.50.29,5432,10.64.105.170,2414,success,2017-11-07 08:32:13,1265
mongodb,10.50.50.28,8005,10.64.106.20,2420,success,2017-11-07 08:32:15,1459
mongodb,10.7.133.15,8005,10.64.105.227,1752,success,2017-11-07 08:32:35,1246
sftp,10.50.50.28,22,10.64.105.192,1825,success,2017-11-07 08:33:30,1349
ssh,10.50.50.28,22,10.64.105.177,1865,success,2017-11-07 08:33:53,1483
mongodb,10.50.50.26,8005,10.64.105.213,1986,success,2017-11-07 08:33:59,1491
tds,10.50.50.26,54238,10.64.106.51,1702,success,2017-11-07 08:34:19,1466
ftp,10.50.50.29,21,10.64.105.62,1591,success,2017-11-07 08:35:53,1106
tds,10.50.50.29,54238,10.64.105.184,1874,error,2017-11-07 08:36:00,1425
ftp,10.50.50.28,21,10.64.105.67,1590,success,2017-11-07 08:36:28,1405
mongodb,10.7.133.18,8005,10.64.106.17,2358,success,2017-11-07 08:36:33,1275
tds,10.50.50.26,54238,10.64.105.25,2043,success,2017-11-07 08:37:01,1154
mongodb,10.7.133.16,8005,10.64.105.240,2046,success,2017-11-07 08:37:57,1475
tds,10.50.50.29,54238,10.64.105.158,2062,success,2017-11-07 08:37:57,1481
ssh,10.50.50.26,22,10.64.105.197,2240,success,2017-11-07 08:38:30,1230
mysql,10.50.50.28,4443,10.64.105.161,2104,error,2017-11-07 08:38:36,1351
sftp,10.50.50.26,22,10.64.105.31,2256,success,2017-11-07 08:38:40,1100
ftp,10.50.50.43,21,10.64.105.233,2480,success,2017-11-07 08:39:11,1125
sftp,10.7.133.19,22,10.64.105.157,2455,success,2017-11-07 08:39:33,1303
postgresql,10.50.50.26,5432,10.64.105.78,2249,success,2017-11-07 08:39:34,1343
ssh,10.50.50.26,22,10.64.105.188,2181,success,2017-11-07 08:39:36,1234
tds,10.50.50.49,54238,10.64.105.73,1789,success,2017-11-07 08:39:36,1151
mongodb,10.50.50.29,8005,10.64.105.46,2091,success,2017-11-07 08:40:29,1480
ftp,10.50.50.31,21,10.64.106.25,1951,success,2017-11-07 08:40:41,1296
postgresql,10.7.133.15,5432,10.64.105.77,2291,success,2017-11-07 08:40:49,1127
postgresql,10.50.50.26,5432,10.64.105.127,2448,success,2017-11-07 08:41:35,1221
mysql,10.50.50.26,4443,10.64.105.68,1601,success,2017-11-07 08:41:58,1098
sftp,10.50.50.26,22,10.64.105.208,2363,success,2017-11-07 08:42:05,1326
