proto,dip,dport,sip,sport,state,time,user
ssh,10.7.133.16,22,10.50.50.46,4682,success,2017-11-26 02:00:00,root
ssh,10.7.133.17,22,10.50.50.44,4596,success,2017-11-26 02:00:00,root
ssh,10.7.133.16,22,10.50.50.37,4321,success,2017-11-26 02:00:00,root
ssh,10.7.133.19,22,10.50.50.31,5473,success,2017-11-26 02:00:00,root
ssh,10.7.133.21,22,10.50.50.26,4711,success,2017-11-26 02:00:00,root
mongodb,10.50.50.29,8005,10.64.105.120,2160,success,2017-11-26 07:14:40,1102
sftp,10.7.133.18,22,10.64.105.36,1869,success,2017-11-26 07:51:03,1220
ftp,10.50.50.28,21,10.64.105.213,1903,success,2017-11-26 08:10:09,1491
ftp,10.7.133.15,21,10.64.105.120,2160,success,2017-11-26 08:10:30,1102
mysql,10.50.50.26,4443,10.64.105.110,2155,success,2017-11-26 08:22:35,1270
ftp,10.7.133.15,21,10.64.105.36,1869,success,2017-11-26 08:27:18,1220
sftp,10.50.50.26,22,10.64.105.62,1863,error,2017-11-26 08:35:53,1106
ftp,10.7.133.15,21,10.64.105.120,2160,success,2017-11-26 08:42:09,1102
mysql,10.50.50.29,4443,10.64.105.127,2387,success,2017-11-26 08:42:48,1221
tds,10.50.50.46,54238,10.64.105.221,2216,success,2017-11-26 08:44:31,1471
postgresql,10.50.50.41,5432,10.64.105.24,1831,success,2017-11-26 08:51:45,1262
mysql,10.50.50.46,4443,10.64.105.110,2155,success,2017-11-26 08:54:06,1270
ssh,10.50.50.29,22,10.64.105.28,1831,success,2017-11-26 08:59:43,1340
tds,10.50.50.29,54238,10.64.105.36,1869,success,2017-11-26 09:03:44,1220
tds,10.7.133.18,54238,10.64.105.127,2387,success,2017-11-26 09:06:44,1221
mongodb,10.50.50.26,8005,10.64.105.213,1903,error,2017-11-26 09:06:50,1491
mongodb,10.50.50.43,8005,10.64.105.62,1863,success,2017-11-26 09:09:11,1106
mysql,10.50.50.28,4443,10.64.105.120,2160,success,2017-11-26 09:13:14,1102
postgresql,10.50.50.26,5432,10.64.105.221,2216,success,2017-11-26 09:13:23,1471
ftp,10.50.50.37,21,10.64.105.24,1831,success,2017-11-26 09:13:59,1262
ftp,10.50.50.40,21,10.64.105.28,1831,success,2017-11-26 09:23:43,1340
ssh,10.7.133.18,22,10.64.105.36,1869,success,2017-11-26 09:24:22,1220
mysql,10.7.133.20,4443,10.64.105.127,2387,success,2017-11-26 09:28:57,1221
tds,10.50.50.29,54238,10.64.105.110,2155,success,2017-11-26 09:32:59,1270
ftp,10.50.50.29,21,10.64.105.213,1903,success,2017-11-26 09:37:19,1491
mongodb,10.50.50.29,8005,10.64.105.221,2216,success,2017-11-26 09:39:29,1471
tds,10.50.50.26,54238,10.64.105.62,1863,success,2017-11-26 09:39:53,1106
ftp,10.50.50.49,21,10.64.105.120,2160,success,2017-11-26 09:48:51,1102
ssh,10.7.133.16,22,10.64.105.36,1869,success,2017-11-26 09:51:47,1220
mysql,10.50.50.26,4443,10.64.105.127,2387,success,2017-11-26 09:55:59,1221
mysql,10.50.50.29,4443,10.64.105.95,1990,success,2017-11-26 09:59:33,1284
