proto,dip,dport,sip,sport,state,time,user
ssh,10.7.133.16,22,10.50.50.46,3072,success,2017-11-28 02:00:00,root
ssh,10.7.133.17,22,10.50.50.44,4764,success,2017-11-28 02:00:00,root
ssh,10.7.133.16,22,10.50.50.37,2392,success,2017-11-28 02:00:00,root
ssh,10.7.133.19,22,10.50.50.31,4919,success,2017-11-28 02:00:00,root
ssh,10.7.133.21,22,10.50.50.26,2235,success,2017-11-28 02:00:00,root
mongodb,10.50.50.26,8005,10.64.105.242,1950,success,2017-11-28 07:08:19,1140
ftp,10.50.50.26,21,10.64.105.120,2298,success,2017-11-28 07:14:07,1102
ftp,10.50.50.29,21,10.64.105.75,1721,success,2017-11-28 07:14:52,1359
mysql,10.50.50.26,4443,10.64.105.160,2264,success,2017-11-28 07:22:22,1397
mysql,10.7.133.16,4443,10.64.105.13,2193,success,2017-11-28 07:24:29,1493
tds,10.50.50.26,54238,10.64.105.112,2424,success,2017-11-28 07:28:16,1456
sftp,10.50.50.29,22,10.64.105.107,1565,success,2017-11-28 07:28:38,1145
tds,10.50.50.26,54238,10.64.105.116,1654,success,2017-11-28 07:31:25,1204
ssh,10.50.50.28,22,10.64.105.54,1921,success,2017-11-28 07:36:21,1257
postgresql,10.7.133.15,5432,10.64.105.120,2298,success,2017-11-28 07:36:58,1102
mysql,10.50.50.26,4443,10.64.105.75,1721,success,2017-11-28 07:41:16,1359
ssh,10.7.133.15,22,10.64.105.203,1661,success,2017-11-28 07:41:50,1417
postgresql,10.50.50.37,5432,10.64.106.45,1548,success,2017-11-28 07:44:01,1484
postgresql,10.50.50.29,5432,10.64.105.137,2379,success,2017-11-28 07:45:39,1224
postgresql,10.50.50.26,5432,10.64.105.164,2433,success,2017-11-28 07:45:55,1167
ssh,10.50.50.28,22,10.64.105.9,2075,success,2017-11-28 07:47:38,1307
postgresql,10.50.50.46,5432,10.64.105.242,1950,success,2017-11-28 07:47:40,1140
ftp,10.50.50.26,21,10.64.105.72,1954,success,2017-11-28 07:47:42,1286
sftp,10.50.50.29,22,10.64.106.20,2065,success,2017-11-28 07:48:49,1459
tds,10.50.50.26,54238,10.64.105.13,2193,success,2017-11-28 07:50:24,1493
postgresql,10.50.50.29,5432,10.64.105.112,2424,success,2017-11-28 07:50:58,1456
tds,10.50.50.26,54238,10.64.105.36,1820,success,2017-11-28 07:53:42,1220
mongodb,10.50.50.26,8005,10.64.105.107,1565,success,2017-11-28 07:54:29,1145
ssh,10.7.133.15,22,10.64.105.58,1628,success,2017-11-28 07:56:11,1457
ftp,10.50.50.38,21,10.64.105.116,1654,success,2017-11-28 07:59:10,1204
ssh,10.50.50.26,22,10.64.105.249,1733,success,2017-11-28 08:07:34,1344
sftp,10.50.50.49,22,10.64.105.242,1950,success,2017-11-28 08:07:53,1140
mysql,10.50.50.49,4443,10.64.105.143,1509,success,2017-11-28 08:07:55,1142
tds,10.50.50.26,54238,10.64.105.54,1921,success,2017-11-28 08:08:03,1257
sftp,10.50.50.26,22,10.64.105.73,2222,success,2017-11-28 08:08:39,1151
ftp,10.50.50.28,21,10.64.105.25,1708,success,2017-11-28 08:09:10,1154
postgresql,10.50.50.26,5432,10.64.106.45,1548,success,2017-11-28 08:10:00,1484
ftp,10.50.50.28,21,10.64.105.72,1954,success,2017-11-28 08:10:05,1286
tds,10.50.50.26,54238,10.64.105.57,2480,success,2017-11-28 08:12:05,1177
ssh,10.50.50.26,22,10.64.105.203,1661,error,2017-11-28 08:12:26,1417
mongodb,10.50.50.28,8005,10.64.105.77,2156,success,2017-11-28 08:12:53,1127
ssh,10.50.50.31,22,10.64.105.70,1908,success,2017-11-28 08:13:26,1330
sftp,10.50.50.28,22,10.64.105.161,1981,success,2017-11-28 08:14:08,1351
postgresql,10.50.50.28,5432,10.64.105.36,1820,success,2017-11-28 08:15:03,1220
tds,10.50.50.48,54238,10.64.105.80,1909,success,2017-11-28 08:15:33,1182
mongodb,10.50.50.26,8005,10.64.105.213,1785,success,2017-11-28 08:15:44,1491
ssh,10.50.50.28,22,10.64.106.25,1795,success,2017-11-28 08:16:10,1296
mysql,10.50.50.26,4443,10.64.105.250,1546,success,2017-11-28 08:16:19,1252
postgresql,10.50.50.35,5432,10.64.105.75,1721,success,2017-11-28 08:17:26,1359
tds,10.50.50.28,54238,10.64.105.68,2440,success,2017-11-28 08:17:43,1098
sftp,10.50.50.29,22,10.64.105.210,2346,success,2017-11-28 08:17:50,1495
mongodb,10.50.50.36,8005,10.64.105.107,1565,success,2017-11-28 08:18:20,1145
mongodb,10.50.50.26,8005,10.64.105.164,2433,success,2017-11-28 08:19:29,1167
tds,10.50.50.28,54238,10.64.105.58,1628,success,2017-11-28 08:20:12,1457
ssh,10.50.50.26,22,10.64.105.100,1671,success,2017-11-28 08:20:44,1345
