proto,dip,dport,sip,sport,state,time,user
ssh,10.7.133.16,22,10.50.50.46,4934,success,2017-11-06 02:00:00,root
ssh,10.7.133.19,22,10.50.50.31,2524,success,2017-11-06 02:00:00,root
ssh,10.7.133.21,22,10.50.50.26,5560,success,2017-11-06 02:00:00,root
ssh,10.7.133.17,22,10.50.50.44,3221,success,2017-11-06 02:00:00,root
ssh,10.7.133.16,22,10.50.50.37,4524,success,2017-11-06 02:00:00,root
tds,10.50.50.29,54238,10.64.105.242,2210,error,2017-11-06 07:13:12,1140
postgresql,10.50.50.26,5432,10.64.105.160,1729,success,2017-11-06 07:13:23,1397
sftp,10.50.50.29,22,10.64.105.13,1896,success,2017-11-06 07:14:57,1493
ftp,10.50.50.26,21,10.64.105.120,1790,success,2017-11-06 07:15:22,1102
mysql,10.50.50.26,4443,10.64.106.34,2091,success,2017-11-06 07:24:30,1210
postgresql,10.50.50.40,5432,10.64.105.75,1780,success,2017-11-06 07:26:43,1359
mongodb,10.50.50.46,8005,10.64.105.116,1785,success,2017-11-06 07:26:53,1204
ssh,10.50.50.26,22,10.64.105.112,2125,success,2017-11-06 07:28:23,1456
mongodb,10.50.50.29,8005,10.64.105.164,2274,success,2017-11-06 07:34:44,1167
ftp,10.7.133.16,21,10.64.105.107,1958,success,2017-11-06 07:35:20,1145
tds,10.50.50.40,54238,10.64.105.160,1729,success,2017-11-06 07:35:55,1397
postgresql,10.50.50.26,5432,10.64.105.54,1800,success,2017-11-06 07:39:11,1257
ssh,10.50.50.28,22,10.64.105.242,2210,success,2017-11-06 07:40:14,1140
postgresql,10.50.50.26,5432,10.64.105.203,2330,success,2017-11-06 07:41:11,1417
postgresql,10.50.50.40,5432,10.64.105.137,1583,success,2017-11-06 07:46:09,1224
sftp,10.50.50.29,22,10.64.106.45,2103,success,2017-11-06 07:47:17,1484
ssh,10.7.133.15,22,10.64.105.9,1827,success,2017-11-06 07:47:52,1307
mysql,10.50.50.26,4443,10.64.105.120,1790,success,2017-11-06 07:48:11,1102
postgresql,10.50.50.26,5432,10.64.106.20,2295,success,2017-11-06 07:52:07,1459
sftp,10.50.50.26,22,10.64.106.34,2091,error,2017-11-06 07:52:36,1210
ftp,10.50.50.26,21,10.64.105.100,1689,success,2017-11-06 07:57:51,1345
postgresql,10.50.50.26,5432,10.64.105.36,2428,success,2017-11-06 07:58:16,1220
mysql,10.50.50.40,4443,10.64.105.75,1780,error,2017-11-06 07:59:25,1359
tds,10.50.50.26,54238,10.64.105.13,1896,success,2017-11-06 08:02:39,1493
sftp,10.50.50.28,22,10.64.105.203,2330,error,2017-11-06 08:03:53,1417
sftp,10.50.50.40,22,10.64.105.72,1607,success,2017-11-06 08:05:28,1286
mongodb,10.50.50.37,8005,10.64.105.164,2274,success,2017-11-06 08:06:19,1167
mongodb,10.50.50.26,8005,10.64.105.249,1924,success,2017-11-06 08:07:38,1344
mysql,10.50.50.28,4443,10.64.105.143,2100,success,2017-11-06 08:09:04,1142
ftp,10.50.50.37,21,10.64.105.25,1838,success,2017-11-06 08:09:18,1154
mongodb,10.50.50.28,8005,10.64.105.137,1583,success,2017-11-06 08:09:30,1224
ftp,10.50.50.28,21,10.64.105.161,1614,success,2017-11-06 08:09:48,1351
ssh,10.50.50.46,22,10.64.105.160,1729,success,2017-11-06 08:10:55,1397
mongodb,10.50.50.28,8005,10.64.105.107,1958,success,2017-11-06 08:11:36,1145
sftp,10.50.50.28,22,10.64.105.210,1923,success,2017-11-06 08:12:42,1495
mongodb,10.50.50.28,8005,10.64.105.70,1934,success,2017-11-06 08:13:05,1330
mongodb,10.50.50.28,8005,10.64.105.54,1800,error,2017-11-06 08:13:08,1257
postgresql,10.50.50.28,5432,10.64.105.213,1722,success,2017-11-06 08:13:42,1491
mongodb,10.50.50.29,8005,10.64.105.73,2454,success,2017-11-06 08:13:52,1151
