id,day,checkin,checkout
1067,2017-11-15,0,0
1206,2017-11-15,0,0
1180,2017-11-15,2017-11-15 06:50:16,2017-11-15 18:40:58
1137,2017-11-15,2017-11-15 06:52:02,2017-11-15 18:10:54
1226,2017-11-15,2017-11-15 07:04:30,2017-11-15 19:26:34
1253,2017-11-15,2017-11-15 07:05:47,2017-11-15 19:38:47
1140,2017-11-15,2017-11-15 07:11:11,2017-11-15 19:09:19
1397,2017-11-15,2017-11-15 07:11:43,2017-11-15 20:13:20
1493,2017-11-15,2017-11-15 07:14:41,2017-11-15 18:08:21
1359,2017-11-15,2017-11-15 07:16:31,2017-11-15 19:10:13
1102,2017-11-15,2017-11-15 07:16:38,2017-11-15 19:09:14
1041,2017-11-15,2017-11-15 07:20:40,2017-11-15 19:00:47
1186,2017-11-15,2017-11-15 07:21:04,2017-11-15 17:44:20
1342,2017-11-15,2017-11-15 07:24:02,2017-11-15 17:42:18
1145,2017-11-15,2017-11-15 07:24:12,2017-11-15 19:26:07
1456,2017-11-15,2017-11-15 07:28:13,2017-11-15 20:24:36
1204,2017-11-15,2017-11-15 07:30:55,2017-11-15 20:48:34
1467,2017-11-15,2017-11-15 07:36:32,2017-11-15 18:31:04
1257,2017-11-15,2017-11-15 07:36:40,2017-11-15 19:05:17
1417,2017-11-15,2017-11-15 07:38:12,2017-11-15 20:36:26
1167,2017-11-15,2017-11-15 07:38:27,2017-11-15 19:08:41
1210,2017-11-15,2017-11-15 07:38:57,2017-11-15 19:02:12
1108,2017-11-15,2017-11-15 07:39:02,2017-11-15 18:14:16
1224,2017-11-15,2017-11-15 07:41:07,2017-11-15 18:13:56
1327,2017-11-15,2017-11-15 07:45:16,2017-11-15 18:27:04
1307,2017-11-15,2017-11-15 07:46:11,2017-11-15 19:44:00
1369,2017-11-15,2017-11-15 07:47:18,2017-11-15 19:09:51
1451,2017-11-15,2017-11-15 07:47:42,2017-11-15 17:33:24
1248,2017-11-15,2017-11-15 07:47:43,2017-11-15 18:27:06
1124,2017-11-15,2017-11-15 07:53:12,2017-11-15 18:12:20
1498,2017-11-15,2017-11-15 07:53:27,2017-11-15 20:24:16
1457,2017-11-15,2017-11-15 07:54:09,2017-11-15 18:12:14
1484,2017-11-15,2017-11-15 07:54:12,2017-11-15 21:06:25
1368,2017-11-15,2017-11-15 07:54:47,2017-11-15 17:00:42
1220,2017-11-15,2017-11-15 07:54:53,2017-11-15 19:24:51
1254,2017-11-15,2017-11-15 07:55:07,2017-11-15 20:12:00
1459,2017-11-15,2017-11-15 07:55:42,2017-11-15 21:45:54
1286,2017-11-15,2017-11-15 07:56:44,2017-11-15 21:14:11
1213,2017-11-15,2017-11-15 07:57:18,2017-11-15 18:26:45
1346,2017-11-15,2017-11-15 07:57:58,2017-11-15 20:45:36
1255,2017-11-15,2017-11-15 07:58:08,2017-11-15 17:53:16
1439,2017-11-15,2017-11-15 07:58:11,2017-11-15 18:19:38
1151,2017-11-15,2017-11-15 07:58:14,2017-11-15 21:31:21
1154,2017-11-15,2017-11-15 07:58:33,2017-11-15 19:08:44
1347,2017-11-15,2017-11-15 07:58:43,2017-11-15 20:17:29
1293,2017-11-15,2017-11-15 08:00:08,2017-11-15 18:14:29
1370,2017-11-15,2017-11-15 08:04:59,2017-11-15 20:43:24
1127,2017-11-15,2017-11-15 08:06:10,2017-11-15 20:50:41
1344,2017-11-15,2017-11-15 08:08:25,2017-11-15 18:19:35
1142,2017-11-15,2017-11-15 08:08:31,2017-11-15 19:46:01
1296,2017-11-15,2017-11-15 08:09:27,2017-11-15 19:34:55
1491,2017-11-15,2017-11-15 08:10:24,2017-11-15 19:00:22
1330,2017-11-15,2017-11-15 08:12:09,2017-11-15 20:54:03
1466,2017-11-15,2017-11-15 08:15:25,2017-11-15 18:48:56
1495,2017-11-15,2017-11-15 08:16:06,2017-11-15 19:02:12
1362,2017-11-15,2017-11-15 08:17:17,2017-11-15 18:34:55
1345,2017-11-15,2017-11-15 08:17:19,2017-11-15 20:28:29
1251,2017-11-15,2017-11-15 08:17:59,2017-11-15 18:19:40
1351,2017-11-15,2017-11-15 08:18:12,2017-11-15 20:08:29
1431,2017-11-15,2017-11-15 08:18:29,2017-11-15 17:56:59
1486,2017-11-15,2017-11-15 08:18:35,2017-11-15 19:05:38
1429,2017-11-15,2017-11-15 08:21:51,2017-11-15 18:30:12
1125,2017-11-15,2017-11-15 08:21:51,2017-11-15 20:34:57
1306,2017-11-15,2017-11-15 08:22:09,2017-11-15 19:06:26
1270,2017-11-15,2017-11-15 08:22:22,2017-11-15 19:19:18
1393,2017-11-15,2017-11-15 08:22:36,2017-11-15 19:30:30
1252,2017-11-15,2017-11-15 08:22:36,2017-11-15 18:24:29
1455,2017-11-15,2017-11-15 08:22:41,2017-11-15 20:21:58
1182,2017-11-15,2017-11-15 08:22:41,2017-11-15 20:48:58
1177,2017-11-15,2017-11-15 08:22:43,2017-11-15 20:10:41
1246,2017-11-15,2017-11-15 08:24:26,2017-11-15 19:03:50
1336,2017-11-15,2017-11-15 08:25:35,2017-11-15 19:59:36
