id,day,checkin,checkout
1140,2017-11-18,2017-11-18 07:11:17,2017-11-18 19:49:29
1210,2017-11-18,2017-11-18 07:19:36,2017-11-18 18:39:16
1493,2017-11-18,2017-11-18 07:20:48,2017-11-18 19:09:56
1351,2017-11-18,2017-11-18 08:11:09,2017-11-18 18:45:06
1495,2017-11-18,2017-11-18 08:19:52,2017-11-18 19:56:25
1191,2017-11-18,2017-11-18 08:26:54,2017-11-18 21:15:42
1246,2017-11-18,2017-11-18 08:29:37,2017-11-18 19:08:35
1420,2017-11-18,2017-11-18 08:29:55,2017-11-18 19:21:44
1312,2017-11-18,2017-11-18 08:31:51,2017-11-18 21:30:50
1197,2017-11-18,2017-11-18 08:35:52,2017-11-18 19:07:57
1371,2017-11-18,2017-11-18 08:37:07,2017-11-18 20:49:34
1129,2017-11-18,2017-11-18 08:44:21,2017-11-18 18:23:33
1087,2017-11-18,2017-11-18 08:49:02,2017-11-18 19:05:02
1473,2017-11-18,2017-11-18 08:49:26,2017-11-18 17:56:07
1416,2017-11-18,2017-11-18 08:49:41,2017-11-18 20:54:35
1405,2017-11-18,2017-11-18 08:52:06,2017-11-18 18:32:26
1243,2017-11-18,2017-11-18 08:53:10,2017-11-18 18:42:27
1195,2017-11-18,2017-11-18 08:54:04,2017-11-18 18:29:54
1295,2017-11-18,2017-11-18 09:00:03,2017-11-18 18:44:34
1499,2017-11-18,2017-11-18 09:01:13,2017-11-18 18:38:29
1457,2017-11-18,2017-11-18 09:24:34,2017-11-18 18:25:58
1067,2017-11-18,2017-11-18 13:22:30,2017-11-18 14:51:26
