proto,dip,dport,sip,sport,state,time,user
ssh,10.7.133.15,22,10.63.120.70,5328,success,2017-11-25 03:00:00,root
ssh,10.7.133.16,22,10.50.50.37,3223,success,2017-11-25 03:00:00,root
ssh,10.7.133.19,22,10.50.50.31,4600,success,2017-11-25 03:00:00,root
ssh,10.7.133.21,22,10.50.50.26,2692,success,2017-11-25 03:00:00,root
ssh,10.7.133.16,22,10.5.71.60,5423,success,2017-11-25 03:00:00,root
ssh,10.7.133.17,22,10.50.50.44,2844,success,2017-11-25 03:00:00,root
ssh,10.7.133.16,22,10.50.50.46,2395,success,2017-11-25 03:00:00,root
sftp,10.50.50.49,22,10.64.106.45,1625,success,2017-11-25 07:41:20,1484
tds,10.50.50.26,54238,10.64.106.45,1625,success,2017-11-25 08:08:36,1484
sftp,10.50.50.26,22,10.64.105.73,2345,error,2017-11-25 08:20:41,1151
ftp,10.50.50.26,21,10.64.105.104,2090,success,2017-11-25 08:29:27,1197
mongodb,10.50.50.49,8005,10.64.106.45,1625,success,2017-11-25 08:30:31,1484
sftp,10.50.50.26,22,10.64.105.234,1925,error,2017-11-25 08:34:31,1396
mongodb,10.50.50.26,8005,10.64.106.24,1559,success,2017-11-25 08:41:37,1277
mysql,10.50.50.29,4443,10.64.105.73,2345,error,2017-11-25 08:44:54,1151
postgresql,10.50.50.43,5432,10.64.105.48,2007,success,2017-11-25 08:48:21,1153
tds,10.50.50.29,54238,10.64.105.165,2124,success,2017-11-25 08:48:22,1183
postgresql,10.7.133.16,5432,10.64.105.217,1846,success,2017-11-25 08:55:22,1172
tds,10.50.50.28,54238,10.64.105.234,1925,success,2017-11-25 08:57:47,1396
ftp,10.50.50.26,21,10.64.105.104,2090,success,2017-11-25 09:04:33,1197
postgresql,10.50.50.29,5432,10.64.106.45,1625,success,2017-11-25 09:09:35,1484
mongodb,10.50.50.44,8005,10.64.105.48,2007,success,2017-11-25 09:11:39,1153
mysql,10.50.50.29,4443,10.64.106.24,1559,success,2017-11-25 09:13:10,1277
ftp,10.50.50.26,21,10.64.105.73,2345,success,2017-11-25 09:14:52,1151
sftp,10.50.50.26,22,10.64.105.165,2124,success,2017-11-25 09:17:25,1183
mysql,10.50.50.26,4443,10.64.105.217,1846,success,2017-11-25 09:19:28,1172
ssh,10.50.50.29,22,10.64.105.234,1925,success,2017-11-25 09:30:40,1396
tds,10.50.50.36,54238,10.64.105.48,2007,success,2017-11-25 09:38:53,1153
ssh,10.7.133.16,22,10.64.105.104,2090,success,2017-11-25 09:41:43,1197
mysql,10.50.50.40,4443,10.64.106.45,1625,success,2017-11-25 09:43:47,1484
ssh,10.50.50.41,22,10.64.105.14,1599,success,2017-11-25 09:44:18,1325
ssh,10.50.50.26,22,10.64.105.73,2345,success,2017-11-25 09:45:46,1151
mysql,10.50.50.26,4443,10.64.105.165,2124,success,2017-11-25 09:54:21,1183
mysql,10.50.50.33,4443,10.64.105.217,1846,success,2017-11-25 09:54:26,1172
tds,10.50.50.29,54238,10.64.105.246,2303,success,2017-11-25 09:54:42,1381
ftp,10.50.50.29,21,10.64.105.234,1925,error,2017-11-25 09:55:28,1396
sftp,10.50.50.26,22,10.64.105.53,1792,success,2017-11-25 09:58:11,1216
postgresql,10.50.50.38,5432,10.64.105.234,1925,success,2017-11-25 10:55:21,1396
ssh,10.7.133.18,22,10.64.105.104,2329,success,2017-11-25 11:01:37,1197
ssh,10.50.50.40,22,10.64.105.165,2262,success,2017-11-25 11:02:12,1183
mongodb,10.50.50.33,8005,10.64.106.45,1781,success,2017-11-25 11:03:12,1484
mysql,10.50.50.28,4443,10.64.105.14,1646,success,2017-11-25 11:04:41,1325
tds,10.50.50.28,54238,10.64.105.217,1846,success,2017-11-25 11:06:03,1172
mysql,10.50.50.28,4443,10.64.105.165,2262,success,2017-11-25 11:12:06,1183
postgresql,10.50.50.43,5432,10.64.105.48,2092,success,2017-11-25 11:12:49,1153
mysql,10.50.50.40,4443,10.64.106.45,1781,success,2017-11-25 11:13:10,1484
sftp,10.50.50.26,22,10.64.105.104,2329,success,2017-11-25 11:13:20,1197
mongodb,10.50.50.40,8005,10.64.105.104,2329,success,2017-11-25 11:13:51,1197
mongodb,10.50.50.28,8005,10.64.105.104,2329,success,2017-11-25 11:19:31,1197
mongodb,10.50.50.40,8005,10.64.105.73,2345,success,2017-11-25 11:21:47,1151
ftp,10.50.50.26,21,10.64.106.24,1657,success,2017-11-25 11:22:57,1277
mysql,10.50.50.29,4443,10.64.105.217,1846,success,2017-11-25 11:28:36,1172
postgresql,10.50.50.26,5432,10.64.105.73,2345,success,2017-11-25 11:30:47,1151
postgresql,10.50.50.29,5432,10.64.105.73,2345,success,2017-11-25 11:32:21,1151
sftp,10.50.50.39,22,10.64.105.14,1646,success,2017-11-25 11:33:04,1325
mongodb,10.50.50.28,8005,10.64.105.48,2092,success,2017-11-25 11:34:01,1153
mysql,10.50.50.44,4443,10.64.105.14,1646,success,2017-11-25 11:34:11,1325
ssh,10.50.50.29,22,10.64.105.104,2329,success,2017-11-25 11:41:19,1197
ssh,10.50.50.29,22,10.64.105.104,2329,success,2017-11-25 11:42:08,1197
postgresql,10.7.133.20,5432,10.64.105.246,2303,success,2017-11-25 11:46:32,1381
mysql,10.50.50.29,4443,10.64.106.45,1781,success,2017-11-25 11:53:42,1484
mongodb,10.7.133.19,8005,10.64.105.73,2345,success,2017-11-25 11:54:19,1151
ssh,10.50.50.26,22,10.64.105.217,1846,success,2017-11-25 11:54:58,1172
postgresql,10.50.50.29,5432,10.64.105.234,1925,success,2017-11-25 11:59:07,1396
mongodb,10.50.50.26,8005,10.64.105.48,2092,success,2017-11-25 12:00:01,1153
mongodb,10.50.50.38,8005,10.64.106.24,1657,success,2017-11-25 12:01:05,1277
tds,10.50.50.44,54238,10.64.105.48,2092,success,2017-11-25 12:01:15,1153
ftp,10.50.50.29,21,10.64.105.165,2262,success,2017-11-25 12:01:24,1183
tds,10.50.50.49,54238,10.64.105.53,1792,success,2017-11-25 12:05:26,1216
tds,10.50.50.29,54238,10.64.105.53,1792,success,2017-11-25 12:05:42,1216
ssh,10.50.50.28,22,10.64.106.45,1781,success,2017-11-25 12:05:55,1484
mysql,10.50.50.26,4443,10.64.105.234,1925,success,2017-11-25 12:11:19,1396
postgresql,10.50.50.28,5432,10.64.105.73,2345,success,2017-11-25 12:11:58,1151
mysql,10.50.50.29,4443,10.64.105.217,1846,success,2017-11-25 12:17:41,1172
tds,10.50.50.28,54238,10.64.106.24,1657,success,2017-11-25 12:25:05,1277
ftp,10.50.50.39,21,10.64.105.53,1792,success,2017-11-25 12:27:21,1216
ssh,10.50.50.41,22,10.64.105.48,2092,success,2017-11-25 12:27:56,1153
ssh,10.63.120.70,22,10.64.105.95,49177,success,2017-11-25 12:34:43,1284
sftp,10.50.50.26,22,10.64.106.45,2712,success,2017-11-25 13:37:15,1484
sftp,10.50.50.29,22,10.64.106.24,2702,success,2017-11-25 13:42:12,1277
ssh,10.63.120.70,22,10.64.105.219,49157,success,2017-11-25 13:50:16,1376
mysql,10.7.133.16,4443,10.64.105.73,3128,success,2017-11-25 13:55:01,1151
ftp,10.7.133.19,21,10.64.105.73,3128,success,2017-11-25 14:02:00,1151
postgresql,10.50.50.40,5432,10.64.106.24,2702,success,2017-11-25 14:05:06,1277
ftp,10.50.50.31,21,10.64.106.24,2702,success,2017-11-25 14:17:26,1277
ftp,10.50.50.28,21,10.64.106.24,2702,success,2017-11-25 14:20:50,1277
postgresql,10.7.133.16,5432,10.64.105.104,3338,success,2017-11-25 14:22:00,1197
ftp,10.50.50.26,21,10.64.106.45,2712,success,2017-11-25 14:24:47,1484
mongodb,10.50.50.26,8005,10.64.106.24,2702,success,2017-11-25 14:26:03,1277
sftp,10.7.133.22,22,10.64.106.24,2702,success,2017-11-25 14:26:29,1277
ssh,10.63.120.70,22,10.64.105.162,49223,success,2017-11-25 14:26:47,1283
postgresql,10.50.50.49,5432,10.64.106.45,2712,success,2017-11-25 14:33:27,1484
ftp,10.50.50.37,21,10.64.106.24,2702,success,2017-11-25 14:39:28,1277
tds,10.50.50.28,54238,10.64.105.234,3204,success,2017-11-25 14:47:40,1396
mongodb,10.50.50.28,8005,10.64.105.73,3128,success,2017-11-25 14:47:51,1151
postgresql,10.50.50.29,5432,10.64.105.234,3204,success,2017-11-25 14:51:17,1396
mysql,10.50.50.26,4443,10.64.106.24,2702,success,2017-11-25 14:51:59,1277
ssh,10.50.50.33,22,10.64.105.217,2372,success,2017-11-25 14:53:45,1172
tds,10.50.50.37,54238,10.64.105.104,3338,success,2017-11-25 15:09:20,1197
postgresql,10.50.50.41,5432,10.64.105.14,2694,success,2017-11-25 15:17:36,1325
ftp,10.50.50.26,21,10.64.105.234,3204,success,2017-11-25 15:18:20,1396
ssh,10.63.120.70,22,10.64.105.4,49165,success,2017-11-25 15:27:41,1487
mongodb,10.7.133.20,8005,10.64.105.165,3252,success,2017-11-25 15:38:10,1183
mysql,10.7.133.20,4443,10.64.105.246,3220,success,2017-11-25 15:38:58,1381
ftp,10.50.50.28,21,10.64.105.246,3220,success,2017-11-25 15:41:56,1381
sftp,10.50.50.33,22,10.64.105.217,2372,success,2017-11-25 16:04:02,1172
mongodb,10.50.50.26,8005,10.64.105.73,3128,success,2017-11-25 16:13:45,1151
ftp,10.50.50.39,21,10.64.105.246,3220,success,2017-11-25 16:14:49,1381
postgresql,10.50.50.26,5432,10.64.106.45,2712,success,2017-11-25 16:18:53,1484
mysql,10.50.50.28,4443,10.64.105.48,2759,success,2017-11-25 16:20:31,1153
mysql,10.50.50.29,4443,10.64.105.48,2759,success,2017-11-25 16:22:15,1153
sftp,10.50.50.28,22,10.64.105.53,2616,success,2017-11-25 16:22:37,1216
mysql,10.50.50.26,4443,10.64.105.234,3204,success,2017-11-25 16:23:06,1396
mongodb,10.50.50.47,8005,10.64.105.246,3220,success,2017-11-25 16:24:59,1381
ssh,10.50.50.37,22,10.64.106.45,2712,success,2017-11-25 16:25:09,1484
postgresql,10.50.50.26,5432,10.64.105.234,3204,success,2017-11-25 16:29:09,1396
postgresql,10.50.50.29,5432,10.64.105.73,3128,success,2017-11-25 16:43:51,1151
mongodb,10.7.133.20,8005,10.64.105.246,3220,success,2017-11-25 16:48:41,1381
ssh,10.50.50.26,22,10.64.105.104,3338,success,2017-11-25 16:48:54,1197
