proto,dip,dport,sip,sport,state,time,user
ssh,10.7.133.16,22,10.50.50.46,4507,success,2017-11-22 02:00:00,root
ssh,10.7.133.19,22,10.50.50.31,4773,success,2017-11-22 02:00:00,root
ssh,10.7.133.21,22,10.50.50.26,5450,success,2017-11-22 02:00:00,root
ssh,10.7.133.17,22,10.50.50.44,2788,success,2017-11-22 02:00:00,root
ssh,10.7.133.16,22,10.50.50.37,4284,success,2017-11-22 02:00:00,root
ssh,10.50.50.29,22,10.64.105.242,2517,success,2017-11-22 07:05:05,1140
postgresql,10.50.50.35,5432,10.64.105.75,2290,error,2017-11-22 07:12:58,1359
mysql,10.7.133.15,4443,10.64.105.120,2266,success,2017-11-22 07:16:02,1102
mysql,10.50.50.44,4443,10.64.105.13,1707,success,2017-11-22 07:16:58,1493
sftp,10.50.50.28,22,10.64.105.107,1648,success,2017-11-22 07:21:35,1145
ssh,10.7.133.18,22,10.64.105.242,2517,success,2017-11-22 07:27:15,1140
mongodb,10.7.133.15,8005,10.64.105.112,1643,success,2017-11-22 07:28:00,1456
mongodb,10.50.50.26,8005,10.64.106.34,1578,success,2017-11-22 07:29:29,1210
mysql,10.50.50.28,4443,10.64.106.45,2222,success,2017-11-22 07:30:48,1484
ftp,10.50.50.26,21,10.64.105.203,2125,success,2017-11-22 07:41:09,1417
ftp,10.50.50.26,21,10.64.105.107,1648,success,2017-11-22 07:41:50,1145
tds,10.50.50.45,54238,10.64.105.13,1707,error,2017-11-22 07:42:02,1493
mongodb,10.50.50.26,8005,10.64.105.54,1937,success,2017-11-22 07:42:11,1257
ftp,10.50.50.43,21,10.64.106.20,2123,success,2017-11-22 07:42:54,1459
ftp,10.50.50.26,21,10.64.105.75,2290,success,2017-11-22 07:44:38,1359
tds,10.50.50.28,54238,10.64.105.137,2295,success,2017-11-22 07:45:59,1224
postgresql,10.50.50.37,5432,10.64.105.164,1538,success,2017-11-22 07:48:33,1167
postgresql,10.50.50.26,5432,10.64.105.9,2042,success,2017-11-22 07:49:39,1307
ssh,10.50.50.26,22,10.64.105.36,2123,success,2017-11-22 07:49:59,1220
mongodb,10.50.50.29,8005,10.64.105.242,2517,error,2017-11-22 07:53:47,1140
ssh,10.7.133.15,22,10.64.105.120,2266,success,2017-11-22 07:54:06,1102
ssh,10.50.50.43,22,10.64.105.112,1643,success,2017-11-22 07:57:42,1456
ssh,10.50.50.26,22,10.64.105.72,1753,success,2017-11-22 07:59:18,1286
tds,10.50.50.40,54238,10.64.105.58,1904,success,2017-11-22 08:01:42,1457
postgresql,10.50.50.28,5432,10.64.105.25,2028,success,2017-11-22 08:01:57,1154
mysql,10.50.50.29,4443,10.64.105.54,1937,success,2017-11-22 08:04:24,1257
sftp,10.50.50.26,22,10.64.106.45,2222,success,2017-11-22 08:05:33,1484
ssh,10.50.50.28,22,10.64.105.75,2290,success,2017-11-22 08:06:48,1359
ftp,10.50.50.26,21,10.64.105.249,1559,error,2017-11-22 08:07:10,1344
ftp,10.50.50.48,21,10.64.105.100,1931,success,2017-11-22 08:07:28,1345
ssh,10.50.50.26,22,10.64.105.143,2453,success,2017-11-22 08:08:47,1142
ssh,10.50.50.37,22,10.64.105.137,2295,success,2017-11-22 08:09:08,1224
sftp,10.50.50.26,22,10.64.106.20,2123,success,2017-11-22 08:12:45,1459
sftp,10.50.50.26,22,10.64.105.9,2042,error,2017-11-22 08:13:07,1307
postgresql,10.50.50.26,5432,10.64.106.25,2157,success,2017-11-22 08:13:37,1296
mongodb,10.50.50.26,8005,10.64.105.107,1648,success,2017-11-22 08:13:46,1145
postgresql,10.50.50.26,5432,10.64.105.70,1778,success,2017-11-22 08:14:57,1330
ftp,10.50.50.29,21,10.64.105.73,2319,success,2017-11-22 08:16:13,1151
ssh,10.50.50.43,22,10.64.105.183,2355,success,2017-11-22 08:16:33,1254
postgresql,10.50.50.28,5432,10.64.105.68,1523,success,2017-11-22 08:18:25,1098
postgresql,10.50.50.26,5432,10.64.105.213,1802,success,2017-11-22 08:18:32,1491
postgresql,10.7.133.18,5432,10.64.106.34,1578,success,2017-11-22 08:19:11,1210
mongodb,10.50.50.26,8005,10.64.105.13,1707,success,2017-11-22 08:20:00,1493
sftp,10.50.50.26,22,10.64.105.74,2193,success,2017-11-22 08:20:18,1486
tds,10.7.133.16,54238,10.64.105.30,2107,error,2017-11-22 08:20:56,1362
postgresql,10.50.50.40,5432,10.64.105.112,1643,success,2017-11-22 08:20:56,1456
ftp,10.50.50.29,21,10.64.105.210,1906,success,2017-11-22 08:20:57,1495
tds,10.50.50.26,54238,10.64.105.161,2302,success,2017-11-22 08:21:27,1351
tds,10.50.50.40,54238,10.64.105.27,2038,success,2017-11-22 08:21:42,1205
mysql,10.50.50.44,4443,10.64.105.57,2211,success,2017-11-22 08:21:58,1177
sftp,10.50.50.29,22,10.64.105.77,1727,success,2017-11-22 08:22:16,1127
postgresql,10.50.50.26,5432,10.64.105.164,1538,success,2017-11-22 08:23:02,1167
mongodb,10.50.50.28,8005,10.64.105.41,2507,success,2017-11-22 08:24:31,1477
ssh,10.7.133.15,22,10.64.105.227,1588,success,2017-11-22 08:24:51,1246
mongodb,10.50.50.29,8005,10.64.105.80,2448,success,2017-11-22 08:24:56,1182
tds,10.7.133.16,54238,10.64.106.39,2216,success,2017-11-22 08:25:14,1321
postgresql,10.50.50.28,5432,10.64.105.149,2107,error,2017-11-22 08:25:54,1306
mysql,10.50.50.29,4443,10.64.105.72,1753,success,2017-11-22 08:26:38,1286
ssh,10.7.133.15,22,10.64.105.120,2266,success,2017-11-22 08:26:51,1102
mysql,10.50.50.37,4443,10.64.105.245,1854,success,2017-11-22 08:27:00,1191
tds,10.50.50.26,54238,10.64.105.65,2351,success,2017-11-22 08:27:05,1428
tds,10.50.50.26,54238,10.64.105.229,2366,success,2017-11-22 08:27:58,1455
postgresql,10.7.133.16,5432,10.64.105.121,1875,success,2017-11-22 08:28:05,1209
postgresql,10.50.50.43,5432,10.64.105.250,1856,success,2017-11-22 08:28:48,1252
postgresql,10.50.50.28,5432,10.64.105.36,2123,success,2017-11-22 08:28:54,1220
mysql,10.50.50.28,4443,10.64.105.159,1554,success,2017-11-22 08:29:16,1336
mysql,10.50.50.26,4443,10.64.106.31,1792,success,2017-11-22 08:29:26,1126
tds,10.50.50.26,54238,10.64.105.110,1862,success,2017-11-22 08:29:40,1270
ftp,10.50.50.26,21,10.64.105.100,1931,success,2017-11-22 08:29:43,1345
ftp,10.50.50.26,21,10.64.105.145,2329,success,2017-11-22 08:29:45,1496
tds,10.50.50.26,54238,10.64.105.177,2216,success,2017-11-22 08:30:12,1483
tds,10.50.50.28,54238,10.64.105.216,1937,success,2017-11-22 08:30:45,1199
mongodb,10.50.50.26,8005,10.64.105.242,2517,success,2017-11-22 08:30:51,1140
ssh,10.50.50.26,22,10.64.105.203,2125,error,2017-11-22 08:31:17,1417
ftp,10.50.50.28,21,10.64.105.234,2212,success,2017-11-22 08:31:45,1396
tds,10.50.50.26,54238,10.64.105.151,1841,success,2017-11-22 08:32:10,1087
tds,10.50.50.29,54238,10.64.105.200,1790,success,2017-11-22 08:32:59,1299
mongodb,10.7.133.18,8005,10.64.106.17,1689,success,2017-11-22 08:33:01,1275
mysql,10.50.50.36,4443,10.64.105.129,2168,success,2017-11-22 08:33:09,1207
postgresql,10.7.133.21,5432,10.64.105.192,2309,success,2017-11-22 08:33:33,1349
postgresql,10.50.50.29,5432,10.64.105.170,2038,success,2017-11-22 08:33:49,1265
tds,10.7.133.15,54238,10.64.105.104,1886,error,2017-11-22 08:33:51,1197
mysql,10.50.50.46,4443,10.64.105.58,1904,success,2017-11-22 08:34:04,1457
ssh,10.50.50.28,22,10.64.105.148,1961,success,2017-11-22 08:34:37,1406
sftp,10.50.50.28,22,10.64.106.21,1866,success,2017-11-22 08:34:58,1449
ssh,10.50.50.43,22,10.64.105.158,2494,success,2017-11-22 08:35:18,1481
tds,10.50.50.34,54238,10.64.105.138,1768,success,2017-11-22 08:35:20,1382
mysql,10.50.50.28,4443,10.64.105.127,2194,success,2017-11-22 08:35:41,1221
sftp,10.50.50.26,22,10.64.106.36,2345,success,2017-11-22 08:36:11,1147
tds,10.50.50.43,54238,10.64.105.76,1697,success,2017-11-22 08:36:12,1305
postgresql,10.50.50.28,5432,10.64.105.135,2320,success,2017-11-22 08:36:25,1420
postgresql,10.50.50.26,5432,10.64.105.233,1746,success,2017-11-22 08:36:42,1125
ftp,10.50.50.26,21,10.64.105.9,2042,success,2017-11-22 08:36:46,1307
ftp,10.50.50.26,21,10.64.105.197,1799,success,2017-11-22 08:36:53,1230
sftp,10.50.50.26,22,10.64.106.51,1806,success,2017-11-22 08:37:02,1466
tds,10.50.50.26,54238,10.64.105.184,2116,error,2017-11-22 08:37:23,1425
mysql,10.50.50.43,4443,10.64.105.62,2105,success,2017-11-22 08:37:54,1106
ftp,10.50.50.29,21,10.64.105.188,2433,success,2017-11-22 08:38:14,1234
postgresql,10.50.50.26,5432,10.64.106.35,2180,success,2017-11-22 08:38:17,1435
tds,10.50.50.28,54238,10.64.105.124,1909,success,2017-11-22 08:38:46,1399
