proto,dip,dport,sip,sport,state,time,user
ssh,10.7.133.16,22,10.50.50.46,3655,success,2017-11-13 02:00:00,root
ssh,10.7.133.21,22,10.50.50.26,5612,success,2017-11-13 02:00:00,root
ssh,10.7.133.16,22,10.50.50.37,4832,success,2017-11-13 02:00:00,root
ssh,10.7.133.19,22,10.50.50.31,4048,success,2017-11-13 02:00:00,root
ssh,10.7.133.17,22,10.50.50.44,4861,success,2017-11-13 02:00:00,root
ftp,10.50.50.29,21,10.64.105.242,1760,success,2017-11-13 07:12:19,1140
ssh,10.7.133.20,22,10.64.105.160,1569,success,2017-11-13 07:13:30,1397
sftp,10.50.50.28,22,10.64.105.120,2213,success,2017-11-13 07:14:44,1102
ssh,10.50.50.28,22,10.64.105.13,1580,success,2017-11-13 07:16:31,1493
ssh,10.50.50.43,22,10.64.105.107,2304,success,2017-11-13 07:18:05,1145
postgresql,10.50.50.29,5432,10.64.105.75,1645,success,2017-11-13 07:22:54,1359
sftp,10.50.50.37,22,10.64.105.112,2396,success,2017-11-13 07:28:08,1456
ftp,10.50.50.28,21,10.64.106.34,2063,success,2017-11-13 07:32:30,1210
ssh,10.50.50.29,22,10.64.105.116,1696,success,2017-11-13 07:33:19,1204
ssh,10.7.133.16,22,10.64.105.54,1924,success,2017-11-13 07:41:11,1257
tds,10.50.50.43,54238,10.64.106.20,2517,success,2017-11-13 07:42:57,1459
mongodb,10.7.133.16,8005,10.64.105.164,1587,success,2017-11-13 07:44:04,1167
mysql,10.50.50.28,4443,10.64.105.9,2327,success,2017-11-13 07:45:41,1307
ssh,10.50.50.40,22,10.64.105.137,1789,success,2017-11-13 07:46:07,1224
mysql,10.50.50.43,4443,10.64.105.242,1760,success,2017-11-13 07:47:15,1140
ftp,10.50.50.29,21,10.64.105.13,1580,success,2017-11-13 07:47:21,1493
postgresql,10.7.133.15,5432,10.64.105.120,2213,success,2017-11-13 07:47:28,1102
sftp,10.50.50.36,22,10.64.105.107,2304,success,2017-11-13 07:50:49,1145
ssh,10.50.50.46,22,10.64.105.160,1569,success,2017-11-13 07:52:32,1397
tds,10.50.50.26,54238,10.64.105.58,1620,success,2017-11-13 07:57:41,1457
ssh,10.50.50.26,22,10.64.106.34,2063,success,2017-11-13 07:58:02,1210
mongodb,10.50.50.40,8005,10.64.105.36,1610,success,2017-11-13 08:00:50,1220
ftp,10.50.50.28,21,10.64.105.73,1657,success,2017-11-13 08:01:21,1151
ftp,10.50.50.37,21,10.64.105.54,1924,error,2017-11-13 08:01:22,1257
postgresql,10.50.50.29,5432,10.64.105.112,2396,success,2017-11-13 08:01:36,1456
tds,10.50.50.48,54238,10.64.105.100,2493,success,2017-11-13 08:02:39,1345
ssh,10.50.50.29,22,10.64.105.116,1696,success,2017-11-13 08:05:04,1204
ftp,10.50.50.28,21,10.64.105.249,1990,success,2017-11-13 08:06:59,1344
mysql,10.50.50.28,4443,10.64.105.137,1789,success,2017-11-13 08:07:22,1224
mongodb,10.50.50.44,8005,10.64.105.25,2430,success,2017-11-13 08:07:46,1154
postgresql,10.50.50.47,5432,10.64.105.143,2163,success,2017-11-13 08:08:27,1142
mysql,10.50.50.26,4443,10.64.105.77,2082,success,2017-11-13 08:10:09,1127
postgresql,10.50.50.37,5432,10.64.105.210,1652,success,2017-11-13 08:11:23,1495
mysql,10.50.50.40,4443,10.64.105.213,1696,success,2017-11-13 08:11:40,1491
ftp,10.50.50.37,21,10.64.105.250,2024,success,2017-11-13 08:13:30,1252
tds,10.50.50.29,54238,10.64.105.70,2490,success,2017-11-13 08:13:32,1330
mongodb,10.50.50.26,8005,10.64.106.25,1691,success,2017-11-13 08:16:00,1296
ftp,10.50.50.41,21,10.64.105.13,1580,success,2017-11-13 08:16:52,1493
ftp,10.50.50.43,21,10.64.105.183,2442,success,2017-11-13 08:17:27,1254
ssh,10.50.50.29,22,10.64.105.161,2370,success,2017-11-13 08:18:28,1351
ssh,10.50.50.28,22,10.64.105.30,1914,success,2017-11-13 08:19:13,1362
postgresql,10.50.50.49,5432,10.64.105.9,2327,success,2017-11-13 08:19:39,1307
mysql,10.50.50.28,4443,10.64.106.34,2063,success,2017-11-13 08:19:45,1210
postgresql,10.50.50.28,5432,10.64.106.20,2517,error,2017-11-13 08:20:04,1459
postgresql,10.50.50.26,5432,10.64.105.242,1760,success,2017-11-13 08:20:43,1140
postgresql,10.50.50.49,5432,10.64.105.120,2213,success,2017-11-13 08:20:47,1102
mongodb,10.50.50.28,8005,10.64.105.164,1587,success,2017-11-13 08:21:13,1167
tds,10.50.50.43,54238,10.64.105.75,1645,success,2017-11-13 08:21:39,1359
ssh,10.50.50.44,22,10.64.105.57,1855,success,2017-11-13 08:21:58,1177
mysql,10.50.50.26,4443,10.64.105.129,1962,success,2017-11-13 08:22:02,1207
mysql,10.50.50.26,4443,10.64.105.54,1924,success,2017-11-13 08:23:12,1257
ssh,10.50.50.26,22,10.64.105.68,1595,success,2017-11-13 08:23:23,1098
ssh,10.50.50.40,22,10.64.105.149,1571,success,2017-11-13 08:23:55,1306
tds,10.50.50.28,54238,10.64.105.233,1679,success,2017-11-13 08:24:21,1125
postgresql,10.50.50.26,5432,10.64.106.21,1505,success,2017-11-13 08:25:24,1449
mysql,10.7.133.15,4443,10.64.105.36,1610,success,2017-11-13 08:25:49,1220
mongodb,10.50.50.28,8005,10.64.105.160,1569,success,2017-11-13 08:26:41,1397
mysql,10.50.50.26,4443,10.64.105.116,1696,success,2017-11-13 08:26:45,1204
tds,10.50.50.37,54238,10.64.105.238,2030,error,2017-11-13 08:26:53,1115
mysql,10.50.50.43,4443,10.64.105.107,2304,success,2017-11-13 08:27:24,1145
mongodb,10.50.50.29,8005,10.64.105.229,2145,success,2017-11-13 08:27:47,1455
tds,10.50.50.38,54238,10.64.105.245,2046,success,2017-11-13 08:28:24,1191
ftp,10.50.50.43,21,10.64.106.39,1567,success,2017-11-13 08:28:48,1321
sftp,10.50.50.46,22,10.64.105.76,1910,success,2017-11-13 08:29:01,1305
ftp,10.50.50.26,21,10.64.106.36,2282,success,2017-11-13 08:29:27,1147
ftp,10.50.50.33,21,10.64.105.41,1550,success,2017-11-13 08:29:29,1477
postgresql,10.50.50.26,5432,10.64.105.197,2490,success,2017-11-13 08:29:44,1230
ftp,10.50.50.26,21,10.64.105.74,1831,success,2017-11-13 08:30:02,1486
tds,10.7.133.15,54238,10.64.105.249,1990,success,2017-11-13 08:30:08,1344
ftp,10.50.50.37,21,10.64.105.80,1932,success,2017-11-13 08:30:08,1182
tds,10.50.50.26,54238,10.64.106.31,2046,success,2017-11-13 08:30:10,1126
ftp,10.50.50.26,21,10.64.105.216,1626,success,2017-11-13 08:30:22,1199
tds,10.50.50.26,54238,10.64.105.145,2468,success,2017-11-13 08:30:42,1496
tds,10.50.50.26,54238,10.64.105.200,2151,success,2017-11-13 08:30:48,1299
ftp,10.50.50.26,21,10.64.106.35,2160,success,2017-11-13 08:31:06,1435
postgresql,10.50.50.26,5432,10.64.105.31,2436,success,2017-11-13 08:31:12,1100
sftp,10.50.50.26,22,10.64.105.189,1566,success,2017-11-13 08:31:29,1429
tds,10.50.50.26,54238,10.64.105.65,1807,error,2017-11-13 08:31:30,1428
postgresql,10.50.50.29,5432,10.64.105.73,1657,success,2017-11-13 08:31:31,1151
mongodb,10.50.50.26,8005,10.64.105.110,1726,success,2017-11-13 08:32:10,1270
ftp,10.50.50.26,21,10.64.105.163,1983,success,2017-11-13 08:32:16,1348
mongodb,10.50.50.26,8005,10.64.105.170,1772,success,2017-11-13 08:32:40,1265
sftp,10.50.50.29,22,10.64.105.227,1743,success,2017-11-13 08:33:10,1246
ftp,10.50.50.26,21,10.64.105.177,1709,success,2017-11-13 08:33:13,1483
postgresql,10.7.133.18,5432,10.64.106.47,2253,success,2017-11-13 08:33:21,1393
mysql,10.50.50.29,4443,10.64.105.176,2002,success,2017-11-13 08:33:24,1490
ftp,10.50.50.26,21,10.64.105.112,2396,success,2017-11-13 08:34:03,1456
postgresql,10.50.50.28,5432,10.64.105.148,1635,success,2017-11-13 08:34:28,1406
tds,10.50.50.29,54238,10.64.105.234,2385,success,2017-11-13 08:34:32,1396
ssh,10.50.50.26,22,10.64.105.213,1696,success,2017-11-13 08:34:41,1491
sftp,10.50.50.26,22,10.64.105.62,2153,success,2017-11-13 08:34:51,1106
