id,day,checkin,checkout
1096,2017-11-13,0,0
1068,2017-11-13,0,0
1059,2017-11-13,0,0
1172,2017-11-13,0,0
1007,2017-11-13,0,0
1370,2017-11-13,2017-11-13 06:24:29,2017-11-13 17:58:16
1137,2017-11-13,2017-11-13 06:53:07,2017-11-13 19:02:53
1180,2017-11-13,2017-11-13 06:53:42,2017-11-13 17:41:33
1253,2017-11-13,2017-11-13 07:03:19,2017-11-13 18:39:04
1140,2017-11-13,2017-11-13 07:05:37,2017-11-13 18:21:01
1226,2017-11-13,2017-11-13 07:08:19,2017-11-13 18:03:09
1145,2017-11-13,2017-11-13 07:10:41,2017-11-13 21:36:31
1397,2017-11-13,2017-11-13 07:13:30,2017-11-13 19:19:49
1102,2017-11-13,2017-11-13 07:14:44,2017-11-13 19:14:14
1493,2017-11-13,2017-11-13 07:14:55,2017-11-13 19:29:31
1041,2017-11-13,2017-11-13 07:17:16,2017-11-13 17:44:54
1342,2017-11-13,2017-11-13 07:18:13,2017-11-13 19:07:19
1359,2017-11-13,2017-11-13 07:22:54,2017-11-13 20:43:45
1186,2017-11-13,2017-11-13 07:24:58,2017-11-13 19:36:45
1210,2017-11-13,2017-11-13 07:27:24,2017-11-13 22:00:37
1456,2017-11-13,2017-11-13 07:28:08,2017-11-13 22:01:05
1467,2017-11-13,2017-11-13 07:29:33,2017-11-13 18:25:27
1204,2017-11-13,2017-11-13 07:33:19,2017-11-13 18:25:09
1431,2017-11-13,2017-11-13 07:34:30,2017-11-13 18:11:47
1257,2017-11-13,2017-11-13 07:37:17,2017-11-13 21:37:49
1167,2017-11-13,2017-11-13 07:39:22,2017-11-13 20:22:08
1459,2017-11-13,2017-11-13 07:39:39,2017-11-13 15:41:52
1224,2017-11-13,2017-11-13 07:41:01,2017-11-13 20:15:45
1307,2017-11-13,2017-11-13 07:44:59,2017-11-13 19:16:14
1327,2017-11-13,2017-11-13 07:46:20,2017-11-13 20:44:04
1451,2017-11-13,2017-11-13 07:47:32,2017-11-13 17:35:31
1124,2017-11-13,2017-11-13 07:48:52,2017-11-13 17:10:58
1369,2017-11-13,2017-11-13 07:48:57,2017-11-13 19:19:35
1439,2017-11-13,2017-11-13 07:50:47,2017-11-13 17:29:30
1108,2017-11-13,2017-11-13 07:53:27,2017-11-13 18:17:24
1498,2017-11-13,2017-11-13 07:54:06,2017-11-13 18:15:42
1248,2017-11-13,2017-11-13 07:55:33,2017-11-13 17:25:51
1345,2017-11-13,2017-11-13 07:55:33,2017-11-13 20:39:20
1457,2017-11-13,2017-11-13 07:55:41,2017-11-13 18:24:18
1368,2017-11-13,2017-11-13 07:56:04,2017-11-13 17:17:39
1293,2017-11-13,2017-11-13 07:56:38,2017-11-13 18:18:35
1346,2017-11-13,2017-11-13 07:57:21,2017-11-13 18:21:46
1213,2017-11-13,2017-11-13 07:57:39,2017-11-13 20:54:39
1347,2017-11-13,2017-11-13 07:58:21,2017-11-13 20:46:28
1255,2017-11-13,2017-11-13 07:58:57,2017-11-13 17:48:50
1151,2017-11-13,2017-11-13 07:59:33,2017-11-13 21:32:24
1220,2017-11-13,2017-11-13 08:00:32,2017-11-13 19:27:54
1154,2017-11-13,2017-11-13 08:05:10,2017-11-13 19:38:47
1252,2017-11-13,2017-11-13 08:05:54,2017-11-13 18:20:54
1344,2017-11-13,2017-11-13 08:06:59,2017-11-13 18:20:31
1495,2017-11-13,2017-11-13 08:08:05,2017-11-13 20:14:49
1142,2017-11-13,2017-11-13 08:08:27,2017-11-13 22:21:13
1127,2017-11-13,2017-11-13 08:08:57,2017-11-13 19:20:19
1491,2017-11-13,2017-11-13 08:09:46,2017-11-13 19:27:02
1296,2017-11-13,2017-11-13 08:12:00,2017-11-13 19:26:04
1330,2017-11-13,2017-11-13 08:12:20,2017-11-13 18:35:00
1254,2017-11-13,2017-11-13 08:13:39,2017-11-13 22:18:44
1165,2017-11-13,2017-11-13 08:15:55,2017-11-13 19:38:47
1098,2017-11-13,2017-11-13 08:16:17,2017-11-13 18:53:39
1251,2017-11-13,2017-11-13 08:17:52,2017-11-13 18:21:07
1351,2017-11-13,2017-11-13 08:18:28,2017-11-13 18:49:28
1362,2017-11-13,2017-11-13 08:19:13,2017-11-13 18:34:19
1306,2017-11-13,2017-11-13 08:19:55,2017-11-13 19:06:27
1207,2017-11-13,2017-11-13 08:20:02,2017-11-13 19:21:44
1177,2017-11-13,2017-11-13 08:20:28,2017-11-13 20:24:49
1125,2017-11-13,2017-11-13 08:20:45,2017-11-13 18:35:26
1486,2017-11-13,2017-11-13 08:23:14,2017-11-13 18:55:30
1305,2017-11-13,2017-11-13 08:23:55,2017-11-13 19:22:38
1449,2017-11-13,2017-11-13 08:24:18,2017-11-13 19:02:58
1147,2017-11-13,2017-11-13 08:24:21,2017-11-13 18:28:59
1115,2017-11-13,2017-11-13 08:24:23,2017-11-13 19:04:01
1348,2017-11-13,2017-11-13 08:25:10,2017-11-13 19:02:38
1191,2017-11-13,2017-11-13 08:26:06,2017-11-13 19:28:56
1126,2017-11-13,2017-11-13 08:26:10,2017-11-13 19:33:59
1496,2017-11-13,2017-11-13 08:26:18,2017-11-13 19:26:15
1435,2017-11-13,2017-11-13 08:26:18,2017-11-13 20:46:34
1100,2017-11-13,2017-11-13 08:26:24,2017-11-13 18:53:20
1428,2017-11-13,2017-11-13 08:27:12,2017-11-13 18:58:32
1312,2017-11-13,2017-11-13 08:27:23,2017-11-13 19:02:50
1455,2017-11-13,2017-11-13 08:27:47,2017-11-13 19:04:24
1393,2017-11-13,2017-11-13 08:27:57,2017-11-13 19:10:08
1321,2017-11-13,2017-11-13 08:28:48,2017-11-13 19:13:17
1477,2017-11-13,2017-11-13 08:29:29,2017-11-13 18:40:54
1429,2017-11-13,2017-11-13 08:29:41,2017-11-13 18:16:21
1230,2017-11-13,2017-11-13 08:29:44,2017-11-13 18:54:07
1299,2017-11-13,2017-11-13 08:29:48,2017-11-13 18:49:29
1396,2017-11-13,2017-11-13 08:29:50,2017-11-13 22:00:44
1265,2017-11-13,2017-11-13 08:29:52,2017-11-13 18:39:04
1490,2017-11-13,2017-11-13 08:29:54,2017-11-13 18:30:05
1182,2017-11-13,2017-11-13 08:30:08,2017-11-13 17:26:42
1199,2017-11-13,2017-11-13 08:30:22,2017-11-13 18:06:24
1481,2017-11-13,2017-11-13 08:31:08,2017-11-13 18:33:51
1197,2017-11-13,2017-11-13 08:31:25,2017-11-13 19:25:20
1200,2017-11-13,2017-11-13 08:31:41,2017-11-13 20:39:02
1106,2017-11-13,2017-11-13 08:32:09,2017-11-13 18:25:32
1270,2017-11-13,2017-11-13 08:32:10,2017-11-13 19:51:38
1483,2017-11-13,2017-11-13 08:32:37,2017-11-13 20:01:37
1246,2017-11-13,2017-11-13 08:33:10,2017-11-13 19:09:26
1104,2017-11-13,2017-11-13 08:33:30,2017-11-13 18:40:42
1349,2017-11-13,2017-11-13 08:33:31,2017-11-13 18:17:15
1275,2017-11-13,2017-11-13 08:33:39,2017-11-13 18:17:37
1406,2017-11-13,2017-11-13 08:33:40,2017-11-13 19:01:45
1425,2017-11-13,2017-11-13 08:35:40,2017-11-13 18:09:08
1336,2017-11-13,2017-11-13 08:35:51,2017-11-13 18:49:03
1221,2017-11-13,2017-11-13 08:36:15,2017-11-13 19:28:15
1399,2017-11-13,2017-11-13 08:36:19,2017-11-13 19:43:52
1189,2017-11-13,2017-11-13 08:36:20,2017-11-13 19:53:12
1262,2017-11-13,2017-11-13 08:37:10,2017-11-13 19:05:21
1466,2017-11-13,2017-11-13 08:37:59,2017-11-13 20:03:51
1205,2017-11-13,2017-11-13 08:38:40,2017-11-13 19:12:40
1446,2017-11-13,2017-11-13 08:38:48,2017-11-13 21:05:10
1249,2017-11-13,2017-11-13 08:38:55,2017-11-13 19:57:00
