proto,dip,dport,sip,sport,state,time,user
ssh,10.7.133.16,22,10.50.50.46,3404,success,2017-11-23 02:00:00,root
ssh,10.7.133.19,22,10.50.50.31,3281,success,2017-11-23 02:00:00,root
ssh,10.7.133.21,22,10.50.50.26,4843,success,2017-11-23 02:00:00,root
ssh,10.7.133.17,22,10.50.50.44,2719,success,2017-11-23 02:00:00,root
ssh,10.7.133.16,22,10.50.50.37,4202,success,2017-11-23 02:00:00,root
postgresql,10.50.50.46,5432,10.64.105.160,2507,error,2017-11-23 07:14:58,1397
postgresql,10.50.50.26,5432,10.64.105.242,2332,success,2017-11-23 07:15:32,1140
tds,10.7.133.15,54238,10.64.105.120,2151,success,2017-11-23 07:17:37,1102
mongodb,10.50.50.28,8005,10.64.105.13,2481,error,2017-11-23 07:20:04,1493
mongodb,10.50.50.26,8005,10.64.105.75,1724,success,2017-11-23 07:22:57,1359
postgresql,10.50.50.43,5432,10.64.105.107,1776,success,2017-11-23 07:27:51,1145
mysql,10.50.50.48,4443,10.64.105.112,2198,success,2017-11-23 07:28:43,1456
postgresql,10.50.50.40,5432,10.64.106.45,2220,success,2017-11-23 07:30:28,1484
tds,10.50.50.28,54238,10.64.105.116,1835,success,2017-11-23 07:31:10,1204
ssh,10.50.50.26,22,10.64.105.164,2453,success,2017-11-23 07:36:35,1167
sftp,10.50.50.40,22,10.64.105.54,2332,success,2017-11-23 07:36:41,1257
mongodb,10.50.50.29,8005,10.64.105.203,2081,success,2017-11-23 07:41:00,1417
sftp,10.7.133.18,22,10.64.105.242,2332,success,2017-11-23 07:46:01,1140
ftp,10.50.50.26,21,10.64.105.137,1726,success,2017-11-23 07:46:13,1224
ssh,10.7.133.16,22,10.64.105.13,2481,success,2017-11-23 07:47:02,1493
sftp,10.50.50.26,22,10.64.105.160,2507,success,2017-11-23 07:48:26,1397
ssh,10.50.50.28,22,10.64.105.9,1796,success,2017-11-23 07:48:29,1307
ssh,10.50.50.29,22,10.64.105.36,2145,success,2017-11-23 07:48:30,1220
mysql,10.50.50.29,4443,10.64.105.112,2198,error,2017-11-23 07:49:59,1456
mysql,10.50.50.26,4443,10.64.105.107,1776,success,2017-11-23 07:52:34,1145
tds,10.7.133.15,54238,10.64.105.120,2151,success,2017-11-23 07:56:46,1102
sftp,10.50.50.29,22,10.64.105.75,1724,success,2017-11-23 08:01:05,1359
postgresql,10.50.50.33,5432,10.64.106.45,2220,success,2017-11-23 08:01:14,1484
ftp,10.50.50.29,21,10.64.105.116,1835,success,2017-11-23 08:01:25,1204
ftp,10.50.50.44,21,10.64.105.25,1892,error,2017-11-23 08:02:39,1154
sftp,10.50.50.43,22,10.64.106.20,2181,error,2017-11-23 08:03:30,1459
ftp,10.50.50.29,21,10.64.105.161,2247,success,2017-11-23 08:07:19,1351
tds,10.50.50.28,54238,10.64.105.58,1880,success,2017-11-23 08:07:30,1457
sftp,10.50.50.26,22,10.64.105.249,1939,success,2017-11-23 08:07:41,1344
mongodb,10.50.50.40,8005,10.64.105.72,1987,success,2017-11-23 08:08:23,1286
