id,day,checkin,checkout
1067,2017-11-17,0,0
1013,2017-11-17,0,0
1007,2017-11-17,0,0
1491,2017-11-17,0,0
1370,2017-11-17,2017-11-17 06:28:39,2017-11-17 20:02:45
1137,2017-11-17,2017-11-17 06:57:37,2017-11-17 20:46:42
1253,2017-11-17,2017-11-17 06:58:48,2017-11-17 17:17:47
1140,2017-11-17,2017-11-17 07:00:08,2017-11-17 18:30:38
1180,2017-11-17,2017-11-17 07:02:55,2017-11-17 17:33:42
1226,2017-11-17,2017-11-17 07:08:43,2017-11-17 19:54:50
1397,2017-11-17,2017-11-17 07:09:48,2017-11-17 18:11:30
1359,2017-11-17,2017-11-17 07:11:52,2017-11-17 21:37:32
1145,2017-11-17,2017-11-17 07:15:12,2017-11-17 16:13:50
1210,2017-11-17,2017-11-17 07:18:26,2017-11-17 19:04:54
1493,2017-11-17,2017-11-17 07:20:19,2017-11-17 18:27:45
1186,2017-11-17,2017-11-17 07:22:15,2017-11-17 17:47:00
1456,2017-11-17,2017-11-17 07:28:23,2017-11-17 19:04:29
1204,2017-11-17,2017-11-17 07:29:14,2017-11-17 20:12:42
1431,2017-11-17,2017-11-17 07:32:28,2017-11-17 17:14:15
1467,2017-11-17,2017-11-17 07:36:19,2017-11-17 18:26:21
1342,2017-11-17,2017-11-17 07:37:18,2017-11-17 18:06:05
1417,2017-11-17,2017-11-17 07:38:10,2017-11-17 14:49:13
1167,2017-11-17,2017-11-17 07:38:30,2017-11-17 22:12:20
1224,2017-11-17,2017-11-17 07:41:20,2017-11-17 18:14:10
1457,2017-11-17,2017-11-17 07:44:58,2017-11-17 18:12:06
1307,2017-11-17,2017-11-17 07:46:01,2017-11-17 19:16:07
1108,2017-11-17,2017-11-17 07:46:30,2017-11-17 18:25:14
1286,2017-11-17,2017-11-17 07:46:33,2017-11-17 19:23:01
1248,2017-11-17,2017-11-17 07:48:01,2017-11-17 17:07:00
1484,2017-11-17,2017-11-17 07:48:10,2017-11-17 19:55:03
1255,2017-11-17,2017-11-17 07:49:08,2017-11-17 17:54:40
1124,2017-11-17,2017-11-17 07:51:07,2017-11-17 17:16:03
1368,2017-11-17,2017-11-17 07:52:10,2017-11-17 18:21:41
1498,2017-11-17,2017-11-17 07:53:06,2017-11-17 18:04:02
1439,2017-11-17,2017-11-17 07:53:42,2017-11-17 20:20:30
1293,2017-11-17,2017-11-17 07:53:49,2017-11-17 18:11:32
1451,2017-11-17,2017-11-17 07:54:01,2017-11-17 18:21:50
1154,2017-11-17,2017-11-17 07:54:46,2017-11-17 19:23:44
1327,2017-11-17,2017-11-17 07:54:50,2017-11-17 18:03:10
1213,2017-11-17,2017-11-17 07:55:18,2017-11-17 20:31:07
1347,2017-11-17,2017-11-17 07:56:02,2017-11-17 17:58:36
1346,2017-11-17,2017-11-17 07:57:11,2017-11-17 18:21:40
1369,2017-11-17,2017-11-17 07:59:07,2017-11-17 17:55:05
1252,2017-11-17,2017-11-17 07:59:31,2017-11-17 19:53:57
1220,2017-11-17,2017-11-17 07:59:37,2017-11-17 19:09:50
1459,2017-11-17,2017-11-17 08:02:29,2017-11-17 19:13:31
1345,2017-11-17,2017-11-17 08:03:23,2017-11-17 18:59:00
1127,2017-11-17,2017-11-17 08:04:10,2017-11-17 20:57:48
1254,2017-11-17,2017-11-17 08:04:44,2017-11-17 20:05:23
1344,2017-11-17,2017-11-17 08:10:03,2017-11-17 17:30:13
1495,2017-11-17,2017-11-17 08:12:01,2017-11-17 18:58:42
1330,2017-11-17,2017-11-17 08:12:48,2017-11-17 19:11:49
1296,2017-11-17,2017-11-17 08:12:58,2017-11-17 22:10:39
