proto,dip,dport,sip,sport,state,time,user
ssh,10.7.133.16,22,10.50.50.46,3873,success,2017-11-10 02:00:00,root
ssh,10.7.133.19,22,10.50.50.31,4203,success,2017-11-10 02:00:00,root
ssh,10.7.133.21,22,10.50.50.26,3270,success,2017-11-10 02:00:00,root
ssh,10.7.133.16,22,10.50.50.37,3295,success,2017-11-10 02:00:00,root
ssh,10.7.133.17,22,10.50.50.44,2721,success,2017-11-10 02:00:00,root
ssh,10.50.50.26,22,10.64.105.242,1795,success,2017-11-10 07:09:14,1140
tds,10.50.50.29,54238,10.64.105.13,1629,success,2017-11-10 07:15:18,1493
ssh,10.50.50.28,22,10.64.105.120,2044,success,2017-11-10 07:16:28,1102
sftp,10.50.50.26,22,10.64.105.75,1867,success,2017-11-10 07:21:03,1359
postgresql,10.50.50.26,5432,10.64.105.160,2308,success,2017-11-10 07:22:51,1397
mongodb,10.50.50.29,8005,10.64.105.116,1916,success,2017-11-10 07:26:17,1204
sftp,10.50.50.26,22,10.64.105.107,2288,success,2017-11-10 07:26:48,1145
ftp,10.50.50.26,21,10.64.105.112,1643,success,2017-11-10 07:28:25,1456
postgresql,10.50.50.26,5432,10.64.106.34,2338,success,2017-11-10 07:33:47,1210
ssh,10.50.50.26,22,10.64.105.54,2110,success,2017-11-10 07:36:18,1257
ssh,10.50.50.26,22,10.64.105.164,2403,success,2017-11-10 07:36:33,1167
ssh,10.50.50.26,22,10.64.105.203,2017,success,2017-11-10 07:39:13,1417
postgresql,10.50.50.26,5432,10.64.105.242,1795,success,2017-11-10 07:40:20,1140
ftp,10.50.50.26,21,10.64.106.45,1994,success,2017-11-10 07:40:54,1484
tds,10.50.50.29,54238,10.64.105.137,2076,success,2017-11-10 07:44:23,1224
ftp,10.50.50.29,21,10.64.105.160,2308,success,2017-11-10 07:47:48,1397
ssh,10.50.50.40,22,10.64.105.36,1684,success,2017-11-10 07:47:56,1220
ftp,10.50.50.29,21,10.64.105.120,2044,success,2017-11-10 07:48:50,1102
sftp,10.50.50.29,22,10.64.105.9,2435,success,2017-11-10 07:49:12,1307
mysql,10.7.133.16,4443,10.64.105.107,2288,success,2017-11-10 07:50:21,1145
ssh,10.50.50.29,22,10.64.105.58,2172,success,2017-11-10 07:52:35,1457
ftp,10.50.50.26,21,10.64.105.13,1629,success,2017-11-10 07:53:38,1493
postgresql,10.50.50.28,5432,10.64.105.75,1867,success,2017-11-10 07:55:41,1359
tds,10.50.50.29,54238,10.64.105.25,2262,success,2017-11-10 07:58:37,1154
postgresql,10.50.50.28,5432,10.64.105.72,2146,success,2017-11-10 08:00:23,1286
sftp,10.50.50.26,22,10.64.105.112,1643,success,2017-11-10 08:02:01,1456
mongodb,10.7.133.18,8005,10.64.106.34,2338,success,2017-11-10 08:05:30,1210
ftp,10.50.50.29,21,10.64.105.164,2403,success,2017-11-10 08:05:59,1167
postgresql,10.50.50.26,5432,10.64.105.116,1916,success,2017-11-10 08:06:09,1204
ssh,10.50.50.49,22,10.64.105.242,1795,success,2017-11-10 08:06:21,1140
postgresql,10.50.50.48,5432,10.64.105.213,2263,success,2017-11-10 08:08:28,1491
ssh,10.7.133.15,22,10.64.105.249,2500,success,2017-11-10 08:09:44,1344
mongodb,10.50.50.37,8005,10.64.105.203,2017,success,2017-11-10 08:09:51,1417
sftp,10.50.50.28,22,10.64.105.143,1811,success,2017-11-10 08:10:18,1142
tds,10.7.133.18,54238,10.64.105.36,1684,success,2017-11-10 08:11:21,1220
sftp,10.50.50.38,22,10.64.105.107,2288,success,2017-11-10 08:11:40,1145
tds,10.50.50.26,54238,10.64.105.137,2076,success,2017-11-10 08:12:02,1224
tds,10.50.50.26,54238,10.64.105.210,1826,success,2017-11-10 08:12:03,1495
