id,day,checkin,checkout
1067,2017-11-02,0,0
1007,2017-11-02,0,0
1300,2017-11-02,0,0
1068,2017-11-02,0,0
1209,2017-11-02,0,0
1041,2017-11-02,0,0
1013,2017-11-02,0,0
1370,2017-11-02,2017-11-02 06:21:52,2017-11-02 17:54:19
1180,2017-11-02,2017-11-02 06:42:06,2017-11-02 17:32:31
1137,2017-11-02,2017-11-02 06:53:51,2017-11-02 20:18:40
1140,2017-11-02,2017-11-02 07:03:02,2017-11-02 18:21:02
1359,2017-11-02,2017-11-02 07:11:15,2017-11-02 20:10:59
1397,2017-11-02,2017-11-02 07:11:21,2017-11-02 18:15:09
1253,2017-11-02,2017-11-02 07:11:24,2017-11-02 17:01:25
1226,2017-11-02,2017-11-02 07:12:48,2017-11-02 15:40:09
1493,2017-11-02,2017-11-02 07:14:21,2017-11-02 18:08:15
1102,2017-11-02,2017-11-02 07:17:26,2017-11-02 19:25:29
1145,2017-11-02,2017-11-02 07:19:57,2017-11-02 19:18:17
1210,2017-11-02,2017-11-02 07:22:34,2017-11-02 19:36:38
1342,2017-11-02,2017-11-02 07:25:10,2017-11-02 18:25:14
1204,2017-11-02,2017-11-02 07:28:10,2017-11-02 19:52:25
1456,2017-11-02,2017-11-02 07:28:11,2017-11-02 19:18:42
1431,2017-11-02,2017-11-02 07:30:53,2017-11-02 17:19:00
1186,2017-11-02,2017-11-02 07:31:13,2017-11-02 18:37:02
1467,2017-11-02,2017-11-02 07:32:01,2017-11-02 19:25:55
1484,2017-11-02,2017-11-02 07:34:14,2017-11-02 20:24:24
1257,2017-11-02,2017-11-02 07:34:23,2017-11-02 19:08:01
1167,2017-11-02,2017-11-02 07:43:33,2017-11-02 19:19:19
1307,2017-11-02,2017-11-02 07:47:03,2017-11-02 19:14:29
1451,2017-11-02,2017-11-02 07:47:30,2017-11-02 20:32:26
1108,2017-11-02,2017-11-02 07:47:58,2017-11-02 18:18:26
1124,2017-11-02,2017-11-02 07:48:01,2017-11-02 18:39:17
1220,2017-11-02,2017-11-02 07:50:26,2017-11-02 21:26:26
1368,2017-11-02,2017-11-02 07:51:57,2017-11-02 19:03:26
1498,2017-11-02,2017-11-02 07:53:00,2017-11-02 18:03:19
1248,2017-11-02,2017-11-02 07:53:51,2017-11-02 17:26:35
1286,2017-11-02,2017-11-02 07:54:01,2017-11-02 20:19:52
1327,2017-11-02,2017-11-02 07:54:19,2017-11-02 18:36:22
1347,2017-11-02,2017-11-02 07:55:29,2017-11-02 18:15:23
1439,2017-11-02,2017-11-02 07:55:49,2017-11-02 19:38:50
1255,2017-11-02,2017-11-02 07:57:06,2017-11-02 17:48:12
1346,2017-11-02,2017-11-02 07:57:20,2017-11-02 20:18:30
1457,2017-11-02,2017-11-02 07:59:04,2017-11-02 18:17:45
1293,2017-11-02,2017-11-02 07:59:19,2017-11-02 21:14:02
1213,2017-11-02,2017-11-02 07:59:49,2017-11-02 19:52:20
1369,2017-11-02,2017-11-02 07:59:54,2017-11-02 19:16:41
1252,2017-11-02,2017-11-02 08:01:27,2017-11-02 18:42:20
1151,2017-11-02,2017-11-02 08:01:49,2017-11-02 18:47:52
1154,2017-11-02,2017-11-02 08:01:55,2017-11-02 19:10:35
1127,2017-11-02,2017-11-02 08:03:27,2017-11-02 19:10:41
1459,2017-11-02,2017-11-02 08:03:35,2017-11-02 19:08:47
1251,2017-11-02,2017-11-02 08:04:29,2017-11-02 18:23:42
1142,2017-11-02,2017-11-02 08:08:31,2017-11-02 21:02:18
1344,2017-11-02,2017-11-02 08:10:01,2017-11-02 19:57:38
1486,2017-11-02,2017-11-02 08:13:00,2017-11-02 18:56:44
1330,2017-11-02,2017-11-02 08:13:13,2017-11-02 19:16:30
1098,2017-11-02,2017-11-02 08:13:35,2017-11-02 18:52:57
1491,2017-11-02,2017-11-02 08:14:32,2017-11-02 19:24:37
1254,2017-11-02,2017-11-02 08:14:35,2017-11-02 22:37:38
1296,2017-11-02,2017-11-02 08:14:49,2017-11-02 19:59:37
1345,2017-11-02,2017-11-02 08:15:22,2017-11-02 19:29:56
1104,2017-11-02,2017-11-02 08:16:25,2017-11-02 19:16:11
1147,2017-11-02,2017-11-02 08:17:09,2017-11-02 18:40:03
1466,2017-11-02,2017-11-02 08:17:51,2017-11-02 18:47:29
1207,2017-11-02,2017-11-02 08:19:08,2017-11-02 19:20:14
1177,2017-11-02,2017-11-02 08:19:30,2017-11-02 20:15:41
1306,2017-11-02,2017-11-02 08:21:26,2017-11-02 21:08:36
