proto,dip,dport,sip,sport,state,time,user
ssh,10.7.133.16,22,10.50.50.46,5529,success,2017-11-02 02:00:00,root
ssh,10.7.133.21,22,10.50.50.26,3891,success,2017-11-02 02:00:00,root
ssh,10.7.133.17,22,10.50.50.44,2282,success,2017-11-02 02:00:00,root
ssh,10.7.133.19,22,10.50.50.31,4082,success,2017-11-02 02:00:00,root
ssh,10.7.133.16,22,10.50.50.37,2688,success,2017-11-02 02:00:00,root
sftp,10.50.50.29,22,10.64.105.242,2309,success,2017-11-02 07:07:20,1140
tds,10.50.50.35,54238,10.64.105.75,1924,success,2017-11-02 07:11:15,1359
tds,10.50.50.28,54238,10.64.105.160,1692,success,2017-11-02 07:11:21,1397
sftp,10.50.50.28,22,10.64.105.13,2330,success,2017-11-02 07:14:39,1493
mongodb,10.50.50.26,8005,10.64.105.120,2030,success,2017-11-02 07:17:26,1102
mysql,10.7.133.18,4443,10.64.106.34,2077,error,2017-11-02 07:25:04,1210
tds,10.7.133.21,54238,10.64.105.107,1608,success,2017-11-02 07:27:09,1145
tds,10.50.50.26,54238,10.64.105.116,2104,success,2017-11-02 07:28:10,1204
ftp,10.50.50.26,21,10.64.105.112,1750,success,2017-11-02 07:28:11,1456
tds,10.50.50.37,54238,10.64.106.45,1726,success,2017-11-02 07:36:02,1484
mysql,10.50.50.29,4443,10.64.105.54,1938,success,2017-11-02 07:36:59,1257
mysql,10.50.50.43,4443,10.64.105.242,2309,success,2017-11-02 07:37:58,1140
ssh,10.50.50.28,22,10.64.105.13,2330,error,2017-11-02 07:46:51,1493
tds,10.50.50.26,54238,10.64.105.164,1845,success,2017-11-02 07:47:45,1167
postgresql,10.50.50.49,5432,10.64.105.9,1879,success,2017-11-02 07:48:33,1307
ssh,10.50.50.36,22,10.64.105.75,1924,success,2017-11-02 07:49:53,1359
tds,10.50.50.43,54238,10.64.105.107,1608,error,2017-11-02 07:51:53,1145
mongodb,10.7.133.16,8005,10.64.105.36,2285,success,2017-11-02 07:52:26,1220
tds,10.50.50.46,54238,10.64.105.116,2104,success,2017-11-02 07:54:39,1204
ssh,10.50.50.26,22,10.64.105.120,2030,success,2017-11-02 07:55:16,1102
mysql,10.50.50.26,4443,10.64.105.72,2296,success,2017-11-02 07:56:13,1286
sftp,10.50.50.29,22,10.64.105.112,1750,success,2017-11-02 07:57:42,1456
mysql,10.50.50.29,4443,10.64.106.34,2077,success,2017-11-02 07:59:39,1210
ssh,10.50.50.40,22,10.64.105.58,2401,success,2017-11-02 08:00:28,1457
ssh,10.50.50.28,22,10.64.105.25,2502,success,2017-11-02 08:04:25,1154
ftp,10.50.50.29,21,10.64.105.250,2342,success,2017-11-02 08:04:33,1252
sftp,10.7.133.19,22,10.64.106.20,2120,success,2017-11-02 08:06:41,1459
tds,10.50.50.26,54238,10.64.105.73,2439,success,2017-11-02 08:07:37,1151
mysql,10.50.50.26,4443,10.64.105.13,2330,success,2017-11-02 08:07:52,1493
mysql,10.50.50.29,4443,10.64.105.54,1938,success,2017-11-02 08:08:02,1257
mongodb,10.50.50.28,8005,10.64.105.242,2309,success,2017-11-02 08:08:04,1140
tds,10.50.50.28,54238,10.64.105.77,1811,success,2017-11-02 08:08:15,1127
sftp,10.50.50.28,22,10.64.105.143,1802,success,2017-11-02 08:08:31,1142
ftp,10.7.133.15,21,10.64.105.249,2036,success,2017-11-02 08:10:01,1344
postgresql,10.50.50.37,5432,10.64.106.45,1726,success,2017-11-02 08:10:51,1484
ssh,10.50.50.26,22,10.64.105.70,1868,success,2017-11-02 08:14:01,1330
sftp,10.50.50.29,22,10.64.105.36,2285,success,2017-11-02 08:15:42,1220
sftp,10.50.50.26,22,10.64.105.68,2006,success,2017-11-02 08:15:59,1098
tds,10.50.50.26,54238,10.64.105.213,2244,success,2017-11-02 08:17:32,1491
mysql,10.50.50.46,4443,10.64.105.74,1757,success,2017-11-02 08:17:42,1486
postgresql,10.50.50.26,5432,10.64.106.51,1557,success,2017-11-02 08:17:51,1466
mysql,10.50.50.26,4443,10.64.106.25,1931,error,2017-11-02 08:18:01,1296
tds,10.50.50.29,54238,10.64.106.36,2068,success,2017-11-02 08:18:57,1147
postgresql,10.50.50.39,5432,10.64.105.183,1930,success,2017-11-02 08:18:59,1254
mongodb,10.50.50.26,8005,10.64.105.100,2187,success,2017-11-02 08:19:52,1345
ftp,10.50.50.26,21,10.64.105.107,1608,success,2017-11-02 08:20:25,1145
postgresql,10.7.133.20,5432,10.64.105.161,2064,success,2017-11-02 08:22:02,1351
tds,10.50.50.28,54238,10.64.105.57,2303,success,2017-11-02 08:22:48,1177
sftp,10.7.133.18,22,10.64.106.34,2077,success,2017-11-02 08:23:46,1210
ftp,10.50.50.43,21,10.64.105.164,1845,success,2017-11-02 08:24:57,1167
tds,10.50.50.26,54238,10.64.105.80,2300,success,2017-11-02 08:24:59,1182
postgresql,10.50.50.26,5432,10.64.105.30,1976,success,2017-11-02 08:25:28,1362
mongodb,10.50.50.28,8005,10.64.106.21,1771,error,2017-11-02 08:25:36,1449
tds,10.50.50.29,54238,10.64.105.129,1711,error,2017-11-02 08:25:44,1207
postgresql,10.50.50.37,5432,10.64.105.112,1750,success,2017-11-02 08:25:55,1456
postgresql,10.50.50.28,5432,10.64.105.197,2296,success,2017-11-02 08:26:11,1230
ssh,10.50.50.29,22,10.64.105.27,2465,success,2017-11-02 08:26:15,1205
mongodb,10.7.133.15,8005,10.64.105.120,2030,success,2017-11-02 08:26:28,1102
tds,10.50.50.26,54238,10.64.105.160,1692,error,2017-11-02 08:26:38,1397
ftp,10.7.133.15,21,10.64.105.9,1879,success,2017-11-02 08:26:41,1307
ftp,10.50.50.43,21,10.64.105.149,1676,success,2017-11-02 08:26:50,1306
sftp,10.7.133.18,22,10.64.105.41,2498,success,2017-11-02 08:27:10,1477
mysql,10.50.50.26,4443,10.64.105.250,2342,error,2017-11-02 08:27:21,1252
sftp,10.7.133.15,22,10.64.106.31,2464,success,2017-11-02 08:27:36,1126
sftp,10.50.50.43,22,10.64.105.192,1657,success,2017-11-02 08:27:36,1349
postgresql,10.50.50.26,5432,10.64.105.75,1924,success,2017-11-02 08:27:48,1359
ftp,10.50.50.26,21,10.64.105.159,2416,success,2017-11-02 08:28:15,1336
ftp,10.7.133.18,21,10.64.105.229,2225,success,2017-11-02 08:28:28,1455
ftp,10.50.50.49,21,10.64.105.242,2309,success,2017-11-02 08:28:47,1140
postgresql,10.50.50.33,5432,10.64.106.20,2120,success,2017-11-02 08:28:53,1459
postgresql,10.50.50.29,5432,10.64.105.170,1854,success,2017-11-02 08:29:02,1265
tds,10.50.50.46,54238,10.64.105.116,2104,success,2017-11-02 08:29:20,1204
mysql,10.50.50.26,4443,10.64.105.65,1991,success,2017-11-02 08:30:05,1428
sftp,10.50.50.26,22,10.64.105.72,2296,success,2017-11-02 08:30:31,1286
postgresql,10.50.50.26,5432,10.64.105.145,2201,error,2017-11-02 08:31:13,1496
tds,10.50.50.49,54238,10.64.105.233,2507,success,2017-11-02 08:31:18,1125
postgresql,10.50.50.26,5432,10.64.105.177,2437,success,2017-11-02 08:31:25,1483
postgresql,10.50.50.46,5432,10.64.105.73,2439,success,2017-11-02 08:31:29,1151
mysql,10.50.50.26,4443,10.64.105.200,2419,success,2017-11-02 08:32:15,1299
postgresql,10.7.133.20,5432,10.64.105.148,2454,success,2017-11-02 08:32:41,1406
postgresql,10.7.133.20,5432,10.64.105.163,2199,success,2017-11-02 08:33:08,1348
sftp,10.50.50.31,22,10.64.105.234,2342,error,2017-11-02 08:33:13,1396
mongodb,10.50.50.26,8005,10.64.106.17,1722,success,2017-11-02 08:33:36,1275
mongodb,10.50.50.28,8005,10.64.105.135,1957,success,2017-11-02 08:34:03,1420
tds,10.50.50.44,54238,10.64.105.25,2502,success,2017-11-02 08:34:44,1154
postgresql,10.50.50.29,5432,10.64.105.62,2149,success,2017-11-02 08:34:50,1106
postgresql,10.7.133.15,5432,10.64.105.227,2266,success,2017-11-02 08:34:53,1246
mongodb,10.50.50.28,8005,10.64.105.158,1622,success,2017-11-02 08:35:02,1481
mongodb,10.7.133.15,8005,10.64.105.77,1811,success,2017-11-02 08:36:54,1127
ftp,10.50.50.28,21,10.64.106.51,1557,success,2017-11-02 08:37:57,1466
sftp,10.50.50.38,22,10.64.105.209,1657,success,2017-11-02 08:38:20,1134
ssh,10.50.50.46,22,10.64.105.58,2401,success,2017-11-02 08:38:45,1457
mongodb,10.50.50.41,8005,10.64.105.212,2347,success,2017-11-02 08:39:05,1189
mysql,10.50.50.29,4443,10.64.105.104,2009,success,2017-11-02 08:39:21,1197
ftp,10.50.50.26,21,10.64.105.238,2427,success,2017-11-02 08:39:36,1115
postgresql,10.50.50.33,5432,10.64.105.131,1767,success,2017-11-02 08:39:42,1278
tds,10.50.50.28,54238,10.64.105.54,1938,success,2017-11-02 08:40:22,1257
mongodb,10.50.50.33,8005,10.64.105.176,2246,success,2017-11-02 08:40:24,1490
sftp,10.50.50.26,22,10.64.105.124,2299,success,2017-11-02 08:40:39,1399
ssh,10.50.50.28,22,10.64.105.184,2132,success,2017-11-02 08:40:39,1425
postgresql,10.50.50.28,5432,10.64.106.35,2260,success,2017-11-02 08:40:43,1435
ftp,10.50.50.26,21,10.64.105.127,2086,success,2017-11-02 08:41:22,1221
tds,10.50.50.28,54238,10.64.105.151,1771,success,2017-11-02 08:41:40,1087
ssh,10.50.50.49,22,10.64.105.143,1802,success,2017-11-02 08:41:47,1142
sftp,10.50.50.26,22,10.64.105.155,1940,success,2017-11-02 08:42:13,1129
postgresql,10.50.50.28,5432,10.64.105.36,2285,success,2017-11-02 08:42:16,1220
postgresql,10.50.50.29,5432,10.64.106.24,1523,success,2017-11-02 08:42:18,1277
ssh,10.7.133.16,22,10.64.105.76,1580,success,2017-11-02 08:42:19,1305
tds,10.7.133.16,54238,10.64.105.188,2033,success,2017-11-02 08:42:34,1234
ftp,10.50.50.28,21,10.64.105.249,2036,success,2017-11-02 08:42:41,1344
mongodb,10.50.50.43,8005,10.64.105.190,2443,success,2017-11-02 08:43:12,1103
mysql,10.50.50.26,4443,10.64.105.46,2122,error,2017-11-02 08:43:19,1480
ssh,10.50.50.26,22,10.64.106.47,1805,error,2017-11-02 08:43:23,1393
ftp,10.50.50.26,21,10.64.105.183,1930,success,2017-11-02 08:43:29,1254
postgresql,10.50.50.28,5432,10.64.105.138,2430,success,2017-11-02 08:44:12,1382
mysql,10.50.50.29,4443,10.64.105.195,2047,success,2017-11-02 08:44:23,1092
ssh,10.50.50.41,22,10.64.105.93,1686,error,2017-11-02 08:45:06,1388
mysql,10.50.50.28,4443,10.64.105.114,2251,success,2017-11-02 08:45:58,1423
mysql,10.50.50.26,4443,10.64.105.214,2146,error,2017-11-02 08:46:02,1446
postgresql,10.50.50.26,5432,10.64.105.221,1648,success,2017-11-02 08:46:04,1471
tds,10.50.50.29,54238,10.64.105.134,1587,success,2017-11-02 08:46:33,1139
ftp,10.50.50.37,21,10.64.106.48,1764,success,2017-11-02 08:46:42,1460
ftp,10.50.50.41,21,10.64.105.70,1868,success,2017-11-02 08:47:15,1330
ssh,10.50.50.37,22,10.64.105.126,2498,success,2017-11-02 08:47:21,1301
ftp,10.50.50.29,21,10.64.105.112,1750,success,2017-11-02 08:47:22,1456
mongodb,10.50.50.26,8005,10.64.105.67,1713,success,2017-11-02 08:47:53,1405
ssh,10.50.50.28,22,10.64.105.157,2049,success,2017-11-02 08:48:00,1303
ssh,10.50.50.26,22,10.64.105.161,2064,success,2017-11-02 08:48:23,1351
mongodb,10.50.50.29,8005,10.64.105.68,2006,success,2017-11-02 08:48:26,1098
tds,10.50.50.29,54238,10.64.106.45,1726,error,2017-11-02 08:48:45,1484
tds,10.50.50.43,54238,10.64.105.250,2342,success,2017-11-02 08:48:46,1252
ftp,10.50.50.26,21,10.64.105.74,1757,success,2017-11-02 08:49:15,1486
ftp,10.50.50.29,21,10.64.105.129,1711,error,2017-11-02 08:49:16,1207
sftp,10.7.133.20,22,10.64.105.63,1791,success,2017-11-02 08:49:22,1211
ftp,10.50.50.26,21,10.64.106.21,1771,success,2017-11-02 08:49:24,1449
ftp,10.50.50.26,21,10.64.105.193,2209,success,2017-11-02 08:49:42,1494
mongodb,10.50.50.26,8005,10.64.106.36,2068,success,2017-11-02 08:49:56,1147
mongodb,10.50.50.26,8005,10.64.105.84,1620,success,2017-11-02 08:49:56,1436
mongodb,10.7.133.18,8005,10.64.105.240,1949,success,2017-11-02 08:50:00,1475
tds,10.7.133.15,54238,10.64.105.189,2346,success,2017-11-02 08:50:02,1429
mysql,10.50.50.28,4443,10.64.105.140,2040,success,2017-11-02 08:50:13,1328
mysql,10.50.50.26,4443,10.64.105.213,2244,error,2017-11-02 08:50:13,1491
tds,10.7.133.16,54238,10.64.105.45,2485,error,2017-11-02 08:50:22,1314
ftp,10.50.50.26,21,10.64.105.103,1622,success,2017-11-02 08:50:26,1357
sftp,10.50.50.29,22,10.64.105.199,2390,success,2017-11-02 08:50:33,1169
postgresql,10.50.50.36,5432,10.64.105.107,1608,success,2017-11-02 08:50:39,1145
postgresql,10.50.50.26,5432,10.64.105.208,1873,success,2017-11-02 08:50:57,1326
mongodb,10.50.50.31,8005,10.64.105.226,1712,success,2017-11-02 08:51:11,1315
mongodb,10.50.50.26,8005,10.64.105.39,1796,success,2017-11-02 08:51:13,1170
mongodb,10.50.50.29,8005,10.64.105.133,2231,success,2017-11-02 08:52:12,1132
ftp,10.50.50.49,21,10.64.105.21,2460,success,2017-11-02 08:52:24,1112
ssh,10.50.50.36,22,10.64.105.109,2390,success,2017-11-02 08:52:31,1263
mysql,10.50.50.37,4443,10.64.105.30,1976,success,2017-11-02 08:52:50,1362
mysql,10.50.50.26,4443,10.64.105.192,1657,success,2017-11-02 08:53:05,1349
ftp,10.50.50.26,21,10.64.105.197,2296,success,2017-11-02 08:53:24,1230
mongodb,10.50.50.29,8005,10.64.105.149,1676,success,2017-11-02 08:53:27,1306
mongodb,10.50.50.46,8005,10.64.106.18,2466,success,2017-11-02 08:53:31,1339
postgresql,10.50.50.29,5432,10.64.105.123,1897,success,2017-11-02 08:53:40,1404
mongodb,10.50.50.29,8005,10.64.105.41,2498,success,2017-11-02 08:53:42,1477
sftp,10.50.50.28,22,10.64.106.46,1691,success,2017-11-02 08:53:45,1458
mongodb,10.50.50.28,8005,10.64.105.119,2281,success,2017-11-02 08:53:59,1156
ftp,10.50.50.28,21,10.64.105.24,1634,success,2017-11-02 08:54:01,1262
ssh,10.50.50.33,22,10.64.105.236,1549,success,2017-11-02 08:54:05,1379
sftp,10.50.50.28,22,10.64.105.169,2413,error,2017-11-02 08:54:11,1403
mongodb,10.50.50.28,8005,10.64.105.251,1998,success,2017-11-02 08:54:12,1416
tds,10.50.50.29,54238,10.64.105.99,2433,success,2017-11-02 08:54:26,1195
ssh,10.50.50.26,22,10.64.105.154,1700,success,2017-11-02 08:54:31,1313
ssh,10.50.50.26,22,10.64.105.42,2398,success,2017-11-02 08:54:37,1391
mysql,10.50.50.26,4443,10.64.105.164,1845,success,2017-11-02 08:54:39,1167
mysql,10.50.50.28,4443,10.64.105.222,1619,success,2017-11-02 08:55:20,1469
sftp,10.7.133.18,22,10.64.106.17,1722,success,2017-11-02 08:55:22,1275
postgresql,10.50.50.28,5432,10.64.105.242,2309,success,2017-11-02 08:55:38,1140
ftp,10.50.50.28,21,10.64.106.20,2120,error,2017-11-02 08:55:39,1459
postgresql,10.50.50.46,5432,10.64.105.135,1957,success,2017-11-02 08:55:43,1420
ftp,10.50.50.26,21,10.64.105.128,1638,success,2017-11-02 08:55:52,1176
tds,10.50.50.28,54238,10.64.105.217,2021,success,2017-11-02 08:55:54,1172
mysql,10.50.50.28,4443,10.64.105.150,2096,error,2017-11-02 08:55:58,1322
postgresql,10.50.50.31,5432,10.64.105.187,2264,success,2017-11-02 08:56:03,1152
tds,10.50.50.26,54238,10.64.105.34,2163,success,2017-11-02 08:56:10,1192
ssh,10.7.133.15,22,10.64.105.165,1653,error,2017-11-02 08:56:10,1183
postgresql,10.50.50.31,5432,10.64.106.25,1931,success,2017-11-02 08:56:11,1296
tds,10.50.50.26,54238,10.64.105.163,2199,success,2017-11-02 08:56:11,1348
sftp,10.50.50.28,22,10.64.105.120,2030,success,2017-11-02 08:56:21,1102
sftp,10.50.50.26,22,10.64.105.170,1854,success,2017-11-02 08:56:30,1265
mysql,10.50.50.43,4443,10.64.105.17,2365,success,2017-11-02 08:57:04,1474
ftp,10.50.50.29,21,10.64.105.92,1785,success,2017-11-02 08:57:05,1354
tds,10.7.133.16,54238,10.64.105.80,2300,success,2017-11-02 08:57:05,1182
postgresql,10.50.50.29,5432,10.64.106.28,1961,success,2017-11-02 08:57:17,1385
mysql,10.50.50.28,4443,10.64.105.72,2296,error,2017-11-02 08:57:34,1286
ftp,10.50.50.28,21,10.64.105.100,2187,success,2017-11-02 08:57:35,1345
sftp,10.50.50.26,22,10.64.105.87,2412,success,2017-11-02 08:57:38,1373
mongodb,10.50.50.26,8005,10.64.105.50,1917,error,2017-11-02 08:57:48,1409
mysql,10.7.133.19,4443,10.64.105.18,2061,success,2017-11-02 08:57:55,1223
tds,10.7.133.18,54238,10.64.105.182,1945,success,2017-11-02 08:57:58,1233
mongodb,10.50.50.33,8005,10.64.105.57,2303,success,2017-11-02 08:58:21,1177
ftp,10.50.50.26,21,10.64.105.6,2464,success,2017-11-02 08:58:23,1464
tds,10.50.50.29,54238,10.64.106.31,2464,success,2017-11-02 08:58:25,1126
tds,10.50.50.26,54238,10.64.105.27,2465,success,2017-11-02 08:58:48,1205
mysql,10.50.50.26,4443,10.64.105.230,2110,success,2017-11-02 08:58:49,1200
ssh,10.50.50.29,22,10.64.105.113,2156,success,2017-11-02 08:58:56,1159
mysql,10.50.50.26,4443,10.64.105.211,1888,error,2017-11-02 08:58:57,1398
tds,10.50.50.29,54238,10.64.105.201,1685,success,2017-11-02 08:59:05,1319
