id,day,checkin,checkout
1007,2017-11-14,0,0
1068,2017-11-14,0,0
1155,2017-11-14,0,0
1059,2017-11-14,0,0
1370,2017-11-14,2017-11-14 06:31:35,2017-11-14 17:58:34
1180,2017-11-14,2017-11-14 06:42:22,2017-11-14 17:36:09
1140,2017-11-14,2017-11-14 06:59:54,2017-11-14 19:31:17
1145,2017-11-14,2017-11-14 07:10:30,2017-11-14 19:28:14
1226,2017-11-14,2017-11-14 07:11:27,2017-11-14 17:59:17
1359,2017-11-14,2017-11-14 07:12:43,2017-11-14 21:47:08
1102,2017-11-14,2017-11-14 07:16:19,2017-11-14 20:11:36
1397,2017-11-14,2017-11-14 07:17:06,2017-11-14 18:06:05
1493,2017-11-14,2017-11-14 07:18:36,2017-11-14 18:08:36
1456,2017-11-14,2017-11-14 07:28:10,2017-11-14 21:49:58
1041,2017-11-14,2017-11-14 07:28:30,2017-11-14 20:07:02
1467,2017-11-14,2017-11-14 07:30:38,2017-11-14 19:50:37
1204,2017-11-14,2017-11-14 07:31:08,2017-11-14 18:59:41
1210,2017-11-14,2017-11-14 07:31:54,2017-11-14 18:58:26
1186,2017-11-14,2017-11-14 07:33:39,2017-11-14 17:48:05
1257,2017-11-14,2017-11-14 07:35:37,2017-11-14 20:08:45
1431,2017-11-14,2017-11-14 07:36:21,2017-11-14 17:46:25
1417,2017-11-14,2017-11-14 07:37:42,2017-11-14 20:06:28
1342,2017-11-14,2017-11-14 07:38:38,2017-11-14 17:49:42
1167,2017-11-14,2017-11-14 07:41:31,2017-11-14 19:14:47
1224,2017-11-14,2017-11-14 07:41:37,2017-11-14 19:46:17
1459,2017-11-14,2017-11-14 07:44:09,2017-11-14 19:08:55
1369,2017-11-14,2017-11-14 07:45:53,2017-11-14 20:24:15
1307,2017-11-14,2017-11-14 07:45:55,2017-11-14 21:18:46
1108,2017-11-14,2017-11-14 07:46:21,2017-11-14 18:58:36
1124,2017-11-14,2017-11-14 07:46:50,2017-11-14 19:35:01
1451,2017-11-14,2017-11-14 07:48:12,2017-11-14 18:29:43
1255,2017-11-14,2017-11-14 07:48:44,2017-11-14 17:41:00
1439,2017-11-14,2017-11-14 07:49:34,2017-11-14 17:47:40
1286,2017-11-14,2017-11-14 07:49:42,2017-11-14 19:23:47
1248,2017-11-14,2017-11-14 07:52:06,2017-11-14 20:03:07
1484,2017-11-14,2017-11-14 07:52:32,2017-11-14 19:40:36
1293,2017-11-14,2017-11-14 07:52:39,2017-11-14 19:44:10
1498,2017-11-14,2017-11-14 07:53:52,2017-11-14 18:05:11
1154,2017-11-14,2017-11-14 07:54:27,2017-11-14 20:03:47
1327,2017-11-14,2017-11-14 07:55:25,2017-11-14 19:32:05
1368,2017-11-14,2017-11-14 07:56:10,2017-11-14 17:04:50
1346,2017-11-14,2017-11-14 07:56:40,2017-11-14 18:22:37
1220,2017-11-14,2017-11-14 07:58:01,2017-11-14 21:11:00
1213,2017-11-14,2017-11-14 07:58:34,2017-11-14 18:31:39
1347,2017-11-14,2017-11-14 07:59:13,2017-11-14 18:08:25
1254,2017-11-14,2017-11-14 08:05:54,2017-11-14 22:23:34
1495,2017-11-14,2017-11-14 08:08:02,2017-11-14 21:44:48
1251,2017-11-14,2017-11-14 08:09:24,2017-11-14 19:54:44
1296,2017-11-14,2017-11-14 08:09:30,2017-11-14 21:49:21
1345,2017-11-14,2017-11-14 08:09:52,2017-11-14 19:00:38
1142,2017-11-14,2017-11-14 08:09:54,2017-11-14 21:03:22
1344,2017-11-14,2017-11-14 08:10:57,2017-11-14 18:16:40
1486,2017-11-14,2017-11-14 08:11:50,2017-11-14 19:05:13
1491,2017-11-14,2017-11-14 08:13:10,2017-11-14 19:09:36
1330,2017-11-14,2017-11-14 08:13:23,2017-11-14 18:33:47
1351,2017-11-14,2017-11-14 08:13:27,2017-11-14 18:59:38
1127,2017-11-14,2017-11-14 08:14:40,2017-11-14 20:55:04
1098,2017-11-14,2017-11-14 08:15:25,2017-11-14 18:54:48
1151,2017-11-14,2017-11-14 08:16:26,2017-11-14 18:34:01
1147,2017-11-14,2017-11-14 08:17:19,2017-11-14 19:57:32
1137,2017-11-14,2017-11-14 08:17:53,2017-11-14 20:34:59
1165,2017-11-14,2017-11-14 08:18:40,2017-11-14 18:53:52
1449,2017-11-14,2017-11-14 08:19:41,2017-11-14 21:58:41
1182,2017-11-14,2017-11-14 08:19:44,2017-11-14 18:51:23
1252,2017-11-14,2017-11-14 08:19:50,2017-11-14 18:32:54
1207,2017-11-14,2017-11-14 08:21:30,2017-11-14 19:17:52
1177,2017-11-14,2017-11-14 08:22:09,2017-11-14 20:28:19
1125,2017-11-14,2017-11-14 08:22:16,2017-11-14 18:33:22
1348,2017-11-14,2017-11-14 08:24:18,2017-11-14 21:27:11
1270,2017-11-14,2017-11-14 08:24:23,2017-11-14 20:52:22
1191,2017-11-14,2017-11-14 08:24:42,2017-11-14 21:14:48
1253,2017-11-14,2017-11-14 08:24:54,2017-11-14 19:23:48
1126,2017-11-14,2017-11-14 08:25:27,2017-11-14 19:26:27
1429,2017-11-14,2017-11-14 08:25:40,2017-11-14 18:13:10
1477,2017-11-14,2017-11-14 08:25:54,2017-11-14 18:38:07
1312,2017-11-14,2017-11-14 08:26:00,2017-11-14 19:12:40
1428,2017-11-14,2017-11-14 08:26:19,2017-11-14 20:43:53
1466,2017-11-14,2017-11-14 08:26:35,2017-11-14 18:42:01
1406,2017-11-14,2017-11-14 08:26:42,2017-11-14 19:59:40
1246,2017-11-14,2017-11-14 08:26:43,2017-11-14 19:03:21
1435,2017-11-14,2017-11-14 08:26:50,2017-11-14 21:09:20
1336,2017-11-14,2017-11-14 08:27:19,2017-11-14 18:47:32
1496,2017-11-14,2017-11-14 08:27:31,2017-11-14 19:28:39
1396,2017-11-14,2017-11-14 08:29:20,2017-11-14 19:20:48
1321,2017-11-14,2017-11-14 08:29:47,2017-11-14 18:50:41
1382,2017-11-14,2017-11-14 08:30:01,2017-11-14 21:42:52
1197,2017-11-14,2017-11-14 08:30:01,2017-11-14 18:22:30
1299,2017-11-14,2017-11-14 08:30:10,2017-11-14 18:34:37
1265,2017-11-14,2017-11-14 08:30:32,2017-11-14 21:38:56
1483,2017-11-14,2017-11-14 08:30:34,2017-11-14 19:29:51
1115,2017-11-14,2017-11-14 08:30:35,2017-11-14 18:33:11
1481,2017-11-14,2017-11-14 08:30:36,2017-11-14 20:44:18
1209,2017-11-14,2017-11-14 08:31:10,2017-11-14 19:07:30
1305,2017-11-14,2017-11-14 08:31:46,2017-11-14 19:23:14
1106,2017-11-14,2017-11-14 08:31:53,2017-11-14 18:25:57
1205,2017-11-14,2017-11-14 08:32:33,2017-11-14 21:38:20
1490,2017-11-14,2017-11-14 08:33:16,2017-11-14 20:07:12
