proto,dip,dport,sip,sport,state,time,user
ssh,10.7.133.16,22,10.50.50.46,2117,success,2017-11-24 02:00:00,root
ssh,10.7.133.19,22,10.50.50.31,5183,success,2017-11-24 02:00:00,root
ssh,10.7.133.21,22,10.50.50.26,3325,success,2017-11-24 02:00:00,root
ssh,10.7.133.17,22,10.50.50.44,2747,success,2017-11-24 02:00:00,root
ssh,10.7.133.16,22,10.50.50.37,3042,success,2017-11-24 02:00:00,root
tds,10.50.50.26,54238,10.64.105.160,1549,success,2017-11-24 07:07:40,1397
mysql,10.50.50.29,4443,10.64.105.242,1631,success,2017-11-24 07:09:05,1140
ftp,10.50.50.26,21,10.64.105.75,1888,success,2017-11-24 07:13:16,1359
mysql,10.7.133.16,4443,10.64.105.13,1722,success,2017-11-24 07:15:56,1493
postgresql,10.50.50.29,5432,10.64.105.120,1682,success,2017-11-24 07:16:11,1102
postgresql,10.50.50.43,5432,10.64.105.107,2435,success,2017-11-24 07:22:46,1145
mysql,10.7.133.15,4443,10.64.105.112,2276,success,2017-11-24 07:28:25,1456
postgresql,10.50.50.38,5432,10.64.105.116,1608,success,2017-11-24 07:30:26,1204
ftp,10.50.50.26,21,10.64.105.54,1690,success,2017-11-24 07:36:35,1257
mongodb,10.50.50.28,8005,10.64.105.160,1549,success,2017-11-24 07:37:23,1397
mysql,10.50.50.28,4443,10.64.105.203,1670,success,2017-11-24 07:39:30,1417
tds,10.50.50.26,54238,10.64.105.36,2294,success,2017-11-24 07:40:30,1220
tds,10.50.50.29,54238,10.64.106.34,1780,success,2017-11-24 07:42:55,1210
ftp,10.7.133.15,21,10.64.105.164,1947,success,2017-11-24 07:44:09,1167
sftp,10.50.50.26,22,10.64.105.75,1888,success,2017-11-24 07:44:21,1359
mysql,10.7.133.15,4443,10.64.105.120,1682,success,2017-11-24 07:45:34,1102
postgresql,10.7.133.18,5432,10.64.105.242,1631,success,2017-11-24 07:46:29,1140
ftp,10.50.50.29,21,10.64.105.72,1936,success,2017-11-24 07:47:11,1286
tds,10.50.50.26,54238,10.64.105.9,2345,success,2017-11-24 07:47:56,1307
ssh,10.50.50.26,22,10.64.106.20,1984,error,2017-11-24 07:48:23,1459
mongodb,10.50.50.28,8005,10.64.105.112,2276,success,2017-11-24 07:50:47,1456
tds,10.50.50.28,54238,10.64.106.45,1862,success,2017-11-24 07:52:16,1484
ftp,10.50.50.26,21,10.64.105.13,1722,success,2017-11-24 07:52:32,1493
ssh,10.50.50.26,22,10.64.105.116,1608,success,2017-11-24 07:53:21,1204
sftp,10.50.50.29,22,10.64.105.73,1685,success,2017-11-24 07:59:21,1151
ftp,10.50.50.29,21,10.64.105.107,2435,success,2017-11-24 08:02:44,1145
ssh,10.50.50.46,22,10.64.105.160,1549,success,2017-11-24 08:02:52,1397
ftp,10.50.50.28,21,10.64.105.75,1888,success,2017-11-24 08:06:11,1359
sftp,10.50.50.26,22,10.64.105.164,1947,error,2017-11-24 08:06:25,1167
tds,10.7.133.20,54238,10.64.105.249,2347,success,2017-11-24 08:06:30,1344
sftp,10.50.50.26,22,10.64.105.100,1631,success,2017-11-24 08:06:38,1345
mongodb,10.50.50.28,8005,10.64.105.58,1897,success,2017-11-24 08:07:08,1457
sftp,10.50.50.26,22,10.64.105.25,1953,success,2017-11-24 08:08:17,1154
sftp,10.50.50.29,22,10.64.106.20,1984,success,2017-11-24 08:08:24,1459
mysql,10.50.50.37,4443,10.64.105.203,1670,success,2017-11-24 08:08:41,1417
postgresql,10.50.50.26,5432,10.64.105.30,1794,success,2017-11-24 08:09:10,1362
sftp,10.50.50.26,22,10.64.105.143,1899,success,2017-11-24 08:10:10,1142
mysql,10.50.50.26,4443,10.64.105.54,1690,success,2017-11-24 08:12:30,1257
mysql,10.50.50.40,4443,10.64.105.213,2013,success,2017-11-24 08:12:40,1491
ssh,10.50.50.49,22,10.64.105.9,2345,success,2017-11-24 08:12:55,1307
ssh,10.50.50.26,22,10.64.105.161,2253,success,2017-11-24 08:14:45,1351
ftp,10.50.50.29,21,10.64.105.77,2309,success,2017-11-24 08:16:19,1127
ftp,10.7.133.15,21,10.64.105.120,1682,success,2017-11-24 08:16:53,1102
postgresql,10.50.50.29,5432,10.64.106.34,1780,success,2017-11-24 08:17:26,1210
sftp,10.50.50.26,22,10.64.105.36,2294,success,2017-11-24 08:17:50,1220
ssh,10.50.50.26,22,10.64.105.80,2377,success,2017-11-24 08:18:10,1182
tds,10.50.50.28,54238,10.64.105.210,2115,success,2017-11-24 08:18:16,1495
sftp,10.50.50.29,22,10.64.105.183,2087,success,2017-11-24 08:19:00,1254
mysql,10.50.50.44,4443,10.64.106.25,1686,success,2017-11-24 08:20:07,1296
postgresql,10.7.133.16,5432,10.64.105.72,1936,success,2017-11-24 08:20:24,1286
postgresql,10.50.50.33,5432,10.64.105.57,2323,success,2017-11-24 08:21:48,1177
