proto,dip,dport,sip,sport,state,time,user
ssh,10.7.133.16,22,10.50.50.46,4184,success,2017-11-30 02:00:00,root
ssh,10.7.133.21,22,10.50.50.26,5101,success,2017-11-30 02:00:00,root
ssh,10.7.133.19,22,10.50.50.31,5188,success,2017-11-30 02:00:00,root
ssh,10.7.133.17,22,10.50.50.44,2729,success,2017-11-30 02:00:00,root
ssh,10.7.133.16,22,10.50.50.37,3274,success,2017-11-30 02:00:00,root
mongodb,10.50.50.28,8005,10.64.105.160,1742,success,2017-11-30 07:12:29,1397
tds,10.50.50.46,54238,10.64.105.242,1631,success,2017-11-30 07:12:51,1140
ftp,10.50.50.29,21,10.64.105.75,1991,success,2017-11-30 07:14:29,1359
mysql,10.7.133.15,4443,10.64.105.120,1893,success,2017-11-30 07:17:00,1102
sftp,10.50.50.26,22,10.64.105.107,1871,success,2017-11-30 07:22:22,1145
mysql,10.50.50.29,4443,10.64.105.13,2231,success,2017-11-30 07:23:01,1493
ftp,10.7.133.15,21,10.64.105.112,2283,success,2017-11-30 07:28:37,1456
sftp,10.50.50.29,22,10.64.105.116,2414,success,2017-11-30 07:32:22,1204
postgresql,10.50.50.29,5432,10.64.105.54,2209,success,2017-11-30 07:39:03,1257
mysql,10.7.133.15,4443,10.64.105.203,2502,error,2017-11-30 07:39:14,1417
tds,10.50.50.28,54238,10.64.106.34,2270,error,2017-11-30 07:40:19,1210
postgresql,10.7.133.16,5432,10.64.105.164,1593,success,2017-11-30 07:45:50,1167
postgresql,10.50.50.26,5432,10.64.105.160,1742,success,2017-11-30 07:46:02,1397
postgresql,10.50.50.28,5432,10.64.105.36,1734,success,2017-11-30 07:46:54,1220
tds,10.50.50.40,54238,10.64.105.137,2003,success,2017-11-30 07:47:06,1224
ftp,10.50.50.26,21,10.64.105.9,1772,success,2017-11-30 07:47:50,1307
ftp,10.50.50.35,21,10.64.105.75,1991,success,2017-11-30 07:50:18,1359
tds,10.50.50.26,54238,10.64.105.72,2240,success,2017-11-30 07:51:07,1286
sftp,10.50.50.26,22,10.64.105.242,1631,success,2017-11-30 07:52:09,1140
sftp,10.50.50.26,22,10.64.105.112,2283,error,2017-11-30 07:53:50,1456
ssh,10.50.50.26,22,10.64.105.120,1893,success,2017-11-30 07:54:45,1102
ssh,10.7.133.19,22,10.64.106.45,1884,success,2017-11-30 07:56:18,1484
ssh,10.50.50.38,22,10.64.105.116,2414,success,2017-11-30 07:58:56,1204
tds,10.50.50.28,54238,10.64.105.13,2231,success,2017-11-30 08:00:15,1493
tds,10.50.50.49,54238,10.64.105.73,1793,success,2017-11-30 08:03:19,1151
ftp,10.50.50.26,21,10.64.106.20,2024,success,2017-11-30 08:04:52,1459
postgresql,10.50.50.26,5432,10.64.105.183,2306,success,2017-11-30 08:05:42,1254
ssh,10.50.50.28,22,10.64.105.203,2502,success,2017-11-30 08:06:48,1417
postgresql,10.50.50.26,5432,10.64.105.54,2209,success,2017-11-30 08:06:54,1257
mysql,10.7.133.15,4443,10.64.105.58,1767,success,2017-11-30 08:06:59,1457
mysql,10.50.50.29,4443,10.64.105.250,2386,error,2017-11-30 08:07:25,1252
ftp,10.50.50.29,21,10.64.105.249,1523,success,2017-11-30 08:08:38,1344
sftp,10.50.50.26,22,10.64.105.77,1528,success,2017-11-30 08:09:44,1127
mongodb,10.50.50.26,8005,10.64.105.143,1910,success,2017-11-30 08:09:58,1142
ftp,10.50.50.46,21,10.64.105.160,1742,success,2017-11-30 08:10:08,1397
ssh,10.50.50.43,22,10.64.105.210,1734,success,2017-11-30 08:10:56,1495
mysql,10.7.133.21,4443,10.64.105.25,1884,success,2017-11-30 08:10:57,1154
mongodb,10.50.50.33,8005,10.64.105.57,1771,success,2017-11-30 08:12:14,1177
sftp,10.50.50.26,22,10.64.105.30,2245,success,2017-11-30 08:13:54,1362
mongodb,10.7.133.15,8005,10.64.105.213,2279,success,2017-11-30 08:13:58,1491
mongodb,10.50.50.26,8005,10.64.105.137,2003,success,2017-11-30 08:14:18,1224
ftp,10.50.50.38,21,10.64.105.70,2094,success,2017-11-30 08:14:45,1330
