id,day,checkin,checkout
1041,2017-11-27,0,0
1352,2017-11-27,0,0
1013,2017-11-27,0,0
1101,2017-11-27,0,0
1149,2017-11-27,0,0
1444,2017-11-27,0,0
1355,2017-11-27,0,0
1007,2017-11-27,0,0
1389,2017-11-27,0,0
1383,2017-11-27,0,0
1180,2017-11-27,2017-11-27 06:39:59,2017-11-27 17:39:09
1137,2017-11-27,2017-11-27 06:51:56,2017-11-27 18:06:49
1140,2017-11-27,2017-11-27 06:59:08,2017-11-27 18:37:16
1226,2017-11-27,2017-11-27 07:03:03,2017-11-27 17:31:39
1397,2017-11-27,2017-11-27 07:07:46,2017-11-27 18:20:38
1145,2017-11-27,2017-11-27 07:11:48,2017-11-27 19:21:04
1359,2017-11-27,2017-11-27 07:12:36,2017-11-27 18:52:26
1102,2017-11-27,2017-11-27 07:15:31,2017-11-27 19:10:59
1186,2017-11-27,2017-11-27 07:23:16,2017-11-27 18:45:28
1456,2017-11-27,2017-11-27 07:28:22,2017-11-27 19:04:49
1484,2017-11-27,2017-11-27 07:29:20,2017-11-27 20:34:38
1342,2017-11-27,2017-11-27 07:31:46,2017-11-27 20:51:12
1204,2017-11-27,2017-11-27 07:32:33,2017-11-27 18:03:51
1431,2017-11-27,2017-11-27 07:33:08,2017-11-27 18:43:19
1257,2017-11-27,2017-11-27 07:35:36,2017-11-27 19:23:13
1417,2017-11-27,2017-11-27 07:37:59,2017-11-27 19:49:46
1467,2017-11-27,2017-11-27 07:39:18,2017-11-27 18:50:03
1459,2017-11-27,2017-11-27 07:40:06,2017-11-27 19:29:38
1224,2017-11-27,2017-11-27 07:41:12,2017-11-27 18:25:35
1108,2017-11-27,2017-11-27 07:42:28,2017-11-27 18:24:55
1167,2017-11-27,2017-11-27 07:43:24,2017-11-27 21:56:02
1369,2017-11-27,2017-11-27 07:45:08,2017-11-27 20:23:32
1255,2017-11-27,2017-11-27 07:45:10,2017-11-27 19:15:26
1327,2017-11-27,2017-11-27 07:46:43,2017-11-27 18:59:06
1307,2017-11-27,2017-11-27 07:47:30,2017-11-27 19:16:18
1439,2017-11-27,2017-11-27 07:49:08,2017-11-27 17:42:23
1451,2017-11-27,2017-11-27 07:52:28,2017-11-27 17:36:48
1248,2017-11-27,2017-11-27 07:52:34,2017-11-27 17:22:08
1151,2017-11-27,2017-11-27 07:54:02,2017-11-27 19:05:09
1368,2017-11-27,2017-11-27 07:55:13,2017-11-27 17:44:42
1498,2017-11-27,2017-11-27 07:55:24,2017-11-27 18:03:02
1154,2017-11-27,2017-11-27 07:55:47,2017-11-27 19:21:23
1457,2017-11-27,2017-11-27 07:55:57,2017-11-27 16:53:32
1346,2017-11-27,2017-11-27 07:56:36,2017-11-27 18:22:04
1293,2017-11-27,2017-11-27 07:57:18,2017-11-27 18:16:35
1124,2017-11-27,2017-11-27 07:57:20,2017-11-27 18:18:26
1286,2017-11-27,2017-11-27 07:57:25,2017-11-27 22:09:30
1347,2017-11-27,2017-11-27 07:57:28,2017-11-27 17:50:19
1213,2017-11-27,2017-11-27 07:57:41,2017-11-27 13:15:43
1351,2017-11-27,2017-11-27 08:05:49,2017-11-27 20:45:22
1252,2017-11-27,2017-11-27 08:06:30,2017-11-27 20:09:32
1142,2017-11-27,2017-11-27 08:07:59,2017-11-27 20:25:28
1344,2017-11-27,2017-11-27 08:09:15,2017-11-27 18:17:19
1296,2017-11-27,2017-11-27 08:09:33,2017-11-27 20:43:31
1345,2017-11-27,2017-11-27 08:09:34,2017-11-27 18:51:20
1491,2017-11-27,2017-11-27 08:10:49,2017-11-27 20:54:34
1251,2017-11-27,2017-11-27 08:11:46,2017-11-27 18:35:20
1486,2017-11-27,2017-11-27 08:12:23,2017-11-27 19:03:50
1330,2017-11-27,2017-11-27 08:12:43,2017-11-27 21:18:34
1495,2017-11-27,2017-11-27 08:13:23,2017-11-27 19:00:25
1127,2017-11-27,2017-11-27 08:14:26,2017-11-27 20:08:40
1370,2017-11-27,2017-11-27 08:15:26,2017-11-27 19:24:35
1098,2017-11-27,2017-11-27 08:15:42,2017-11-27 18:51:27
1177,2017-11-27,2017-11-27 08:16:59,2017-11-27 20:18:44
1254,2017-11-27,2017-11-27 08:18:00,2017-11-27 20:09:16
1115,2017-11-27,2017-11-27 08:18:22,2017-11-27 18:32:20
1253,2017-11-27,2017-11-27 08:18:39,2017-11-27 17:13:11
1362,2017-11-27,2017-11-27 08:18:54,2017-11-27 18:25:28
1306,2017-11-27,2017-11-27 08:21:59,2017-11-27 19:03:44
1393,2017-11-27,2017-11-27 08:22:13,2017-11-27 19:25:19
1207,2017-11-27,2017-11-27 08:22:21,2017-11-27 19:19:21
1429,2017-11-27,2017-11-27 08:23:37,2017-11-27 20:26:50
1191,2017-11-27,2017-11-27 08:23:42,2017-11-27 21:46:36
1270,2017-11-27,2017-11-27 08:24:18,2017-11-27 18:53:30
1455,2017-11-27,2017-11-27 08:24:42,2017-11-27 18:51:03
1435,2017-11-27,2017-11-27 08:25:44,2017-11-27 19:18:43
1205,2017-11-27,2017-11-27 08:25:57,2017-11-27 19:15:19
1125,2017-11-27,2017-11-27 08:26:01,2017-11-27 18:34:17
1126,2017-11-27,2017-11-27 08:26:37,2017-11-27 19:26:26
1406,2017-11-27,2017-11-27 08:26:38,2017-11-27 19:05:13
1428,2017-11-27,2017-11-27 08:26:54,2017-11-27 18:07:44
1496,2017-11-27,2017-11-27 08:27:18,2017-11-27 19:27:54
1466,2017-11-27,2017-11-27 08:27:36,2017-11-27 18:35:24
1396,2017-11-27,2017-11-27 08:27:37,2017-11-27 20:27:53
1299,2017-11-27,2017-11-27 08:28:37,2017-11-27 19:17:24
1087,2017-11-27,2017-11-27 08:29:52,2017-11-27 18:54:32
1197,2017-11-27,2017-11-27 08:30:14,2017-11-27 18:21:57
1481,2017-11-27,2017-11-27 08:30:46,2017-11-27 18:56:35
1199,2017-11-27,2017-11-27 08:30:56,2017-11-27 18:07:28
1483,2017-11-27,2017-11-27 08:31:36,2017-11-27 18:08:30
1477,2017-11-27,2017-11-27 08:31:43,2017-11-27 18:43:29
1265,2017-11-27,2017-11-27 08:32:21,2017-11-27 15:24:28
1165,2017-11-27,2017-11-27 08:32:31,2017-11-27 19:56:18
1278,2017-11-27,2017-11-27 08:33:01,2017-11-27 19:25:46
1106,2017-11-27,2017-11-27 08:33:34,2017-11-27 19:09:39
1221,2017-11-27,2017-11-27 08:33:35,2017-11-27 19:49:19
1312,2017-11-27,2017-11-27 08:33:38,2017-11-27 20:52:29
1405,2017-11-27,2017-11-27 08:33:40,2017-11-27 21:08:39
1321,2017-11-27,2017-11-27 08:33:46,2017-11-27 18:43:38
1336,2017-11-27,2017-11-27 08:33:46,2017-11-27 18:44:21
1182,2017-11-27,2017-11-27 08:33:48,2017-11-27 19:24:39
1449,2017-11-27,2017-11-27 08:33:51,2017-11-27 19:06:01
1147,2017-11-27,2017-11-27 08:34:04,2017-11-27 21:18:08
1420,2017-11-27,2017-11-27 08:34:26,2017-11-27 21:27:35
1371,2017-11-27,2017-11-27 08:35:05,2017-11-27 18:05:21
1209,2017-11-27,2017-11-27 08:35:21,2017-11-27 21:14:59
1246,2017-11-27,2017-11-27 08:35:45,2017-11-27 20:05:29
1305,2017-11-27,2017-11-27 08:35:57,2017-11-27 19:39:20
1348,2017-11-27,2017-11-27 08:36:02,2017-11-27 19:00:00
1189,2017-11-27,2017-11-27 08:36:28,2017-11-27 21:04:08
1134,2017-11-27,2017-11-27 08:36:31,2017-11-27 18:39:10
