id,day,checkin,checkout
1067,2017-11-21,0,0
1173,2017-11-21,0,0
1283,2017-11-21,0,0
1297,2017-11-21,0,0
1013,2017-11-21,0,0
1137,2017-11-21,0,0
1180,2017-11-21,0,0
1041,2017-11-21,0,0
1100,2017-11-21,0,0
1068,2017-11-21,0,0
1370,2017-11-21,2017-11-21 06:28:39,2017-11-21 15:09:51
1226,2017-11-21,2017-11-21 07:06:57,2017-11-21 18:48:45
1140,2017-11-21,2017-11-21 07:10:19,2017-11-21 19:56:43
1253,2017-11-21,2017-11-21 07:13:20,2017-11-21 19:21:13
1102,2017-11-21,2017-11-21 07:15:19,2017-11-21 19:10:07
1359,2017-11-21,2017-11-21 07:17:55,2017-11-21 18:59:36
1493,2017-11-21,2017-11-21 07:20:23,2017-11-21 20:46:28
1397,2017-11-21,2017-11-21 07:21:13,2017-11-21 20:49:25
1145,2017-11-21,2017-11-21 07:21:20,2017-11-21 19:34:54
1342,2017-11-21,2017-11-21 07:27:02,2017-11-21 20:12:18
1204,2017-11-21,2017-11-21 07:27:41,2017-11-21 18:09:06
1210,2017-11-21,2017-11-21 07:28:31,2017-11-21 18:57:12
1456,2017-11-21,2017-11-21 07:28:37,2017-11-21 19:05:03
1186,2017-11-21,2017-11-21 07:29:07,2017-11-21 18:08:54
1431,2017-11-21,2017-11-21 07:37:05,2017-11-21 17:16:02
1417,2017-11-21,2017-11-21 07:37:58,2017-11-21 19:13:11
1484,2017-11-21,2017-11-21 07:38:12,2017-11-21 20:31:46
1167,2017-11-21,2017-11-21 07:38:18,2017-11-21 22:03:56
1257,2017-11-21,2017-11-21 07:38:18,2017-11-21 19:56:22
1108,2017-11-21,2017-11-21 07:41:05,2017-11-21 19:54:41
1224,2017-11-21,2017-11-21 07:41:30,2017-11-21 18:14:06
1327,2017-11-21,2017-11-21 07:43:53,2017-11-21 17:57:15
1286,2017-11-21,2017-11-21 07:44:31,2017-11-21 19:19:14
1307,2017-11-21,2017-11-21 07:45:17,2017-11-21 19:16:12
1220,2017-11-21,2017-11-21 07:46:06,2017-11-21 20:04:20
1369,2017-11-21,2017-11-21 07:46:32,2017-11-21 17:45:23
1439,2017-11-21,2017-11-21 07:50:16,2017-11-21 19:01:07
1368,2017-11-21,2017-11-21 07:51:29,2017-11-21 19:59:33
1255,2017-11-21,2017-11-21 07:52:17,2017-11-21 17:55:47
1451,2017-11-21,2017-11-21 07:52:51,2017-11-21 17:38:26
1248,2017-11-21,2017-11-21 07:53:19,2017-11-21 20:03:29
1498,2017-11-21,2017-11-21 07:55:10,2017-11-21 18:05:01
1459,2017-11-21,2017-11-21 07:55:49,2017-11-21 19:25:15
1347,2017-11-21,2017-11-21 07:55:52,2017-11-21 17:53:56
1151,2017-11-21,2017-11-21 07:57:12,2017-11-21 18:40:01
1346,2017-11-21,2017-11-21 07:57:59,2017-11-21 20:40:39
1124,2017-11-21,2017-11-21 07:58:12,2017-11-21 17:41:41
1254,2017-11-21,2017-11-21 07:58:40,2017-11-21 20:18:50
1213,2017-11-21,2017-11-21 07:58:45,2017-11-21 18:23:42
1293,2017-11-21,2017-11-21 07:59:37,2017-11-21 18:19:13
1467,2017-11-21,2017-11-21 08:02:47,2017-11-21 18:26:59
1127,2017-11-21,2017-11-21 08:03:19,2017-11-21 20:26:02
1345,2017-11-21,2017-11-21 08:05:16,2017-11-21 19:06:10
1251,2017-11-21,2017-11-21 08:05:33,2017-11-21 20:49:32
1351,2017-11-21,2017-11-21 08:05:56,2017-11-21 18:50:10
1457,2017-11-21,2017-11-21 08:07:24,2017-11-21 18:29:33
1344,2017-11-21,2017-11-21 08:08:40,2017-11-21 18:15:22
1142,2017-11-21,2017-11-21 08:08:41,2017-11-21 19:44:27
1154,2017-11-21,2017-11-21 08:10:01,2017-11-21 19:10:43
1296,2017-11-21,2017-11-21 08:10:26,2017-11-21 19:52:10
1330,2017-11-21,2017-11-21 08:12:45,2017-11-21 17:15:02
1449,2017-11-21,2017-11-21 08:12:47,2017-11-21 19:00:00
1098,2017-11-21,2017-11-21 08:13:11,2017-11-21 18:54:20
1486,2017-11-21,2017-11-21 08:13:17,2017-11-21 18:52:01
1147,2017-11-21,2017-11-21 08:16:06,2017-11-21 18:29:56
1495,2017-11-21,2017-11-21 08:16:54,2017-11-21 21:06:10
1104,2017-11-21,2017-11-21 08:17:23,2017-11-21 20:56:28
1252,2017-11-21,2017-11-21 08:17:35,2017-11-21 18:18:06
1177,2017-11-21,2017-11-21 08:20:09,2017-11-21 20:20:53
1191,2017-11-21,2017-11-21 08:21:58,2017-11-21 15:14:46
1321,2017-11-21,2017-11-21 08:22:52,2017-11-21 20:02:48
1348,2017-11-21,2017-11-21 08:23:14,2017-11-21 18:55:17
1362,2017-11-21,2017-11-21 08:23:44,2017-11-21 18:23:24
1306,2017-11-21,2017-11-21 08:23:47,2017-11-21 21:27:14
1126,2017-11-21,2017-11-21 08:25:04,2017-11-21 19:27:24
1207,2017-11-21,2017-11-21 08:25:21,2017-11-21 19:13:39
1305,2017-11-21,2017-11-21 08:25:23,2017-11-21 21:42:10
1182,2017-11-21,2017-11-21 08:25:31,2017-11-21 18:50:18
1393,2017-11-21,2017-11-21 08:26:15,2017-11-21 21:08:45
1382,2017-11-21,2017-11-21 08:26:23,2017-11-21 21:37:19
1466,2017-11-21,2017-11-21 08:26:23,2017-11-21 18:39:11
1396,2017-11-21,2017-11-21 08:26:29,2017-11-21 19:16:56
1265,2017-11-21,2017-11-21 08:26:36,2017-11-21 18:39:28
1496,2017-11-21,2017-11-21 08:27:16,2017-11-21 21:19:00
1312,2017-11-21,2017-11-21 08:27:54,2017-11-21 20:20:11
