id,day,checkin,checkout
1359,2017-11-11,2017-11-11 07:22:12,2017-11-11 19:25:08
1210,2017-11-11,2017-11-11 07:37:18,2017-11-11 21:21:05
1286,2017-11-11,2017-11-11 08:08:58,2017-11-11 20:46:01
1345,2017-11-11,2017-11-11 08:13:49,2017-11-11 16:18:17
1496,2017-11-11,2017-11-11 08:27:53,2017-11-11 19:23:22
1405,2017-11-11,2017-11-11 08:31:54,2017-11-11 18:34:12
1234,2017-11-11,2017-11-11 08:40:33,2017-11-11 18:15:42
1315,2017-11-11,2017-11-11 08:48:44,2017-11-11 16:58:29
1343,2017-11-11,2017-11-11 08:54:42,2017-11-11 18:34:44
1354,2017-11-11,2017-11-11 08:56:34,2017-11-11 19:07:59
1398,2017-11-11,2017-11-11 08:57:42,2017-11-11 18:50:01
1357,2017-11-11,2017-11-11 09:02:05,2017-11-11 18:28:48
1308,2017-11-11,2017-11-11 09:03:25,2017-11-11 19:06:13
1334,2017-11-11,2017-11-11 09:03:41,2017-11-11 18:52:49
1067,2017-11-11,2017-11-11 12:13:14,2017-11-11 14:30:49
