stime,dtime,proto,dip,dport,sip,sport,uplink_length,downlink_length
2017-11-11 03:00:00,2017-11-11 03:00:20,smtp,10.7.133.16,25,10.50.50.37,4757,63741,52515
2017-11-11 03:00:00,2017-11-11 03:14:58,smtp,10.5.71.60,25,10.1.4.17,49199,121,192
2017-11-11 03:00:00,2017-11-11 03:00:20,smtp,10.5.71.60,25,10.1.4.17,4757,103,290
2017-11-11 03:00:00,2017-11-11 03:00:10,smtp,10.7.133.19,25,10.50.50.31,4655,37906,59543
2017-11-11 03:00:00,2017-11-11 03:11:50,smtp,10.5.71.60,25,10.1.4.17,49219,105,380
2017-11-11 03:00:00,2017-11-11 03:00:20,smtp,10.5.71.60,25,10.1.4.17,4655,115,391
2017-11-11 03:00:00,2017-11-11 03:00:20,smtp,10.7.133.20,25,10.50.50.29,4380,5757,6152
2017-11-11 03:00:00,2017-11-11 03:00:10,smtp,10.5.71.60,25,10.1.4.17,2610,154,147
2017-11-11 03:00:00,2017-11-11 03:00:10,smtp,10.7.133.17,25,10.50.50.44,2610,59859,35979
2017-11-11 03:00:00,2017-11-11 03:00:20,smtp,10.7.133.16,25,10.5.71.60,5722,59614,59090
2017-11-11 03:00:00,2017-11-11 03:00:20,smtp,10.5.71.60,25,10.1.4.17,5722,169,187
2017-11-11 03:00:00,2017-11-11 03:00:20,smtp,10.7.133.18,25,10.50.50.28,4298,5946,5717
2017-11-11 03:00:00,2017-11-11 03:00:20,smtp,10.5.71.60,25,10.1.4.17,4718,145,369
2017-11-11 03:00:00,2017-11-11 03:00:20,smtp,10.7.133.16,25,10.50.50.46,4718,33761,62319
2017-11-11 03:00:00,2017-11-11 03:12:44,smtp,10.5.71.60,25,10.1.4.17,49204,130,345
2017-11-11 03:00:00,2017-11-11 03:19:17,smtp,10.5.71.60,25,10.1.4.17,49190,116,138
2017-11-11 03:00:00,2017-11-11 03:13:11,smtp,10.5.71.60,25,10.1.4.17,49183,157,108
2017-11-11 03:00:00,2017-11-11 03:14:00,smtp,10.5.71.60,25,10.1.4.17,49219,167,329
2017-11-11 03:00:00,2017-11-11 03:12:18,smtp,10.5.71.60,25,10.1.4.17,49233,173,116
2017-11-11 03:00:00,2017-11-11 03:15:44,smtp,10.5.71.60,25,10.1.4.17,49172,150,159
2017-11-11 03:00:00,2017-11-11 03:19:56,smtp,10.5.71.60,25,10.1.4.17,49163,195,294
2017-11-11 03:00:00,2017-11-11 03:00:20,smtp,10.7.133.15,25,10.50.50.27,4175,5717,5028
2017-11-11 03:00:00,2017-11-11 03:13:37,smtp,10.5.71.60,25,10.1.4.17,49195,139,185
2017-11-11 03:00:00,2017-11-11 03:14:08,smtp,10.5.71.60,25,10.1.4.17,49236,108,286
2017-11-11 03:00:00,2017-11-11 03:00:20,smtp,10.7.133.21,25,10.50.50.26,2336,36146,50665
2017-11-11 03:00:00,2017-11-11 03:00:20,smtp,10.5.71.60,25,10.1.4.17,2147,153,294
2017-11-11 03:00:00,2017-11-11 03:00:10,smtp,10.7.133.15,25,10.63.120.70,2147,61841,42259
2017-11-11 03:00:00,2017-11-11 03:00:20,smtp,10.5.71.60,25,10.1.4.17,2336,191,302
2017-11-11 03:00:00,2017-11-11 03:15:03,smtp,10.5.71.60,25,10.1.4.17,49209,152,182
2017-11-11 03:00:00,2017-11-11 03:13:46,smtp,10.5.71.60,25,10.1.4.17,49174,156,331
2017-11-11 03:00:00,2017-11-11 03:16:38,smtp,10.5.71.60,25,10.1.4.17,49229,152,103
2017-11-11 03:00:00,2017-11-11 03:15:33,smtp,10.5.71.60,25,10.1.4.17,49234,105,218
2017-11-11 03:00:00,2017-11-11 03:12:25,smtp,10.5.71.60,25,10.1.4.17,49189,105,208
2017-11-11 03:00:00,2017-11-11 03:15:57,smtp,10.5.71.60,25,10.1.4.17,49219,139,368
2017-11-11 03:00:10,2017-11-11 03:00:10,ssh,10.7.133.16,22,10.50.50.46,4718,47365,19386
2017-11-11 03:00:10,2017-11-11 03:00:15,ssh,10.7.133.18,22,10.50.50.28,4298,5719,2148
2017-11-11 03:00:10,2017-11-11 03:00:12,ssh,10.7.133.19,22,10.50.50.31,4655,33398,26387
2017-11-11 03:00:10,2017-11-11 03:00:11,ssh,10.7.133.15,22,10.63.120.70,2147,60384,10843
2017-11-11 03:00:10,2017-11-11 03:00:12,ssh,10.7.133.20,22,10.50.50.29,4380,5950,3879
2017-11-11 03:00:11,2017-11-11 03:00:13,ssh,10.7.133.16,22,10.5.71.60,5722,43807,4252
2017-11-11 03:00:11,2017-11-11 03:00:11,ssh,10.7.133.19,22,10.50.50.31,4655,49275,15252
2017-11-11 03:00:11,2017-11-11 03:00:13,ssh,10.7.133.16,22,10.50.50.46,4718,63212,10806
2017-11-11 03:00:11,2017-11-11 03:00:11,ssh,10.7.133.15,22,10.63.120.70,2147,38358,5421
2017-11-11 03:00:12,2017-11-11 03:00:13,ssh,10.7.133.17,22,10.50.50.44,2610,56970,31668
2017-11-11 03:00:12,2017-11-11 03:00:13,ssh,10.7.133.15,22,10.63.120.70,2147,54557,31870
2017-11-11 03:00:12,2017-11-11 03:00:13,ssh,10.7.133.19,22,10.50.50.31,4655,58233,7669
2017-11-11 03:00:12,2017-11-11 03:00:14,ssh,10.7.133.16,22,10.5.71.60,5722,43961,14530
2017-11-11 03:00:12,2017-11-11 03:00:13,ssh,10.7.133.16,22,10.5.71.60,5722,37214,31656
2017-11-11 03:00:12,2017-11-11 03:00:17,ssh,10.7.133.20,22,10.50.50.29,4380,7283,1487
2017-11-11 03:00:13,2017-11-11 03:00:17,ssh,10.7.133.15,22,10.50.50.27,4175,4234,3975
2017-11-11 03:00:13,2017-11-11 03:00:14,ssh,10.7.133.17,22,10.50.50.44,2610,60316,273
2017-11-11 03:00:13,2017-11-11 03:00:14,ssh,10.7.133.20,22,10.50.50.29,4380,6688,160
2017-11-11 03:00:13,2017-11-11 03:00:15,ssh,10.7.133.17,22,10.50.50.44,2610,40717,26987
2017-11-11 03:00:13,2017-11-11 03:00:15,ssh,10.7.133.17,22,10.50.50.44,2610,59295,9437
2017-11-11 03:00:13,2017-11-11 03:00:15,ssh,10.7.133.16,22,10.50.50.46,4718,48248,12583
2017-11-11 03:00:14,2017-11-11 03:00:15,ssh,10.7.133.18,22,10.50.50.28,4298,4631,2158
2017-11-11 03:00:15,2017-11-11 03:00:19,ssh,10.7.133.17,22,10.50.50.44,2610,42783,1428
2017-11-11 03:00:15,2017-11-11 03:00:18,ssh,10.7.133.15,22,10.50.50.27,4175,8169,234
2017-11-11 03:00:16,2017-11-11 03:00:18,ssh,10.7.133.16,22,10.5.71.60,5722,51302,26044
2017-11-11 03:00:16,2017-11-11 03:00:18,ssh,10.7.133.19,22,10.50.50.31,4655,43251,20562
2017-11-11 03:00:16,2017-11-11 03:00:20,ssh,10.7.133.20,22,10.50.50.29,4380,4642,1173
2017-11-11 03:00:16,2017-11-11 03:00:20,ssh,10.7.133.15,22,10.63.120.70,2147,43204,5547
2017-11-11 03:00:17,2017-11-11 03:00:22,ssh,10.7.133.16,22,10.50.50.46,4718,35179,1378
2017-11-11 03:00:18,2017-11-11 03:00:18,ssh,10.7.133.18,22,10.50.50.28,4298,7312,201
2017-11-11 03:00:18,2017-11-11 03:00:21,ssh,10.7.133.16,22,10.5.71.60,5722,35251,31009
2017-11-11 03:00:19,2017-11-11 03:00:19,ssh,10.7.133.15,22,10.50.50.27,4175,6890,3652
2017-11-11 03:00:19,2017-11-11 03:00:21,ssh,10.7.133.15,22,10.63.120.70,2147,34334,15439
2017-11-11 03:00:19,2017-11-11 03:00:21,ssh,10.7.133.16,22,10.50.50.46,4718,50604,7783
2017-11-11 03:00:20,2017-11-11 03:00:21,ssh,10.7.133.17,22,10.50.50.44,2610,51332,20282
2017-11-11 03:00:21,2017-11-11 03:00:22,ssh,10.7.133.19,22,10.50.50.31,4655,47408,21170
2017-11-11 03:00:21,2017-11-11 03:00:22,ssh,10.7.133.21,22,10.50.50.26,2336,43903,12947
2017-11-11 03:00:21,2017-11-11 03:00:21,ssh,10.7.133.16,22,10.50.50.37,4757,42072,326
2017-11-11 03:00:22,2017-11-11 03:00:26,ssh,10.7.133.15,22,10.63.120.70,2147,40616,26906
2017-11-11 03:00:22,2017-11-11 03:00:26,ssh,10.7.133.16,22,10.50.50.46,4718,34230,28251
2017-11-11 03:00:22,2017-11-11 03:00:23,ssh,10.7.133.18,22,10.50.50.28,4298,4965,2110
2017-11-11 03:00:22,2017-11-11 03:00:26,ssh,10.7.133.15,22,10.50.50.27,4175,7028,2477
2017-11-11 03:00:23,2017-11-11 03:00:24,ssh,10.7.133.21,22,10.50.50.26,2336,42526,31044
2017-11-11 03:00:23,2017-11-11 03:00:27,ssh,10.7.133.16,22,10.5.71.60,5722,48309,7099
2017-11-11 03:00:23,2017-11-11 03:00:23,ssh,10.7.133.16,22,10.50.50.37,4757,54239,17202
2017-11-11 03:00:24,2017-11-11 03:00:25,ssh,10.7.133.16,22,10.50.50.37,4757,56081,26733
2017-11-11 03:00:24,2017-11-11 03:00:27,ssh,10.7.133.16,22,10.50.50.37,4757,50494,19360
2017-11-11 03:00:24,2017-11-11 03:00:29,ssh,10.7.133.16,22,10.50.50.37,4757,43305,30568
2017-11-11 03:00:24,2017-11-11 03:00:28,ssh,10.7.133.15,22,10.63.120.70,2147,42268,32669
2017-11-11 03:00:25,2017-11-11 03:00:27,ssh,10.7.133.21,22,10.50.50.26,2336,51379,11322
2017-11-11 03:00:25,2017-11-11 03:00:26,ssh,10.7.133.17,22,10.50.50.44,2610,47754,15928
2017-11-11 03:00:26,2017-11-11 03:00:27,ssh,10.7.133.16,22,10.50.50.37,4757,56649,237
2017-11-11 03:00:26,2017-11-11 03:00:26,ssh,10.7.133.19,22,10.50.50.31,4655,59813,4922
2017-11-11 03:00:26,2017-11-11 03:00:31,ssh,10.7.133.16,22,10.50.50.46,4718,36130,20820
2017-11-11 03:00:27,2017-11-11 03:00:31,ssh,10.7.133.16,22,10.50.50.37,4757,65086,27421
2017-11-11 03:00:27,2017-11-11 03:00:30,ssh,10.7.133.21,22,10.50.50.26,2336,50889,24987
2017-11-11 03:00:27,2017-11-11 03:00:30,ssh,10.7.133.16,22,10.5.71.60,5722,61581,4510
2017-11-11 03:00:27,2017-11-11 03:00:28,ssh,10.7.133.19,22,10.50.50.31,4655,47494,23748
2017-11-11 03:00:28,2017-11-11 03:00:31,ssh,10.7.133.15,22,10.63.120.70,2147,40762,15697
2017-11-11 03:00:28,2017-11-11 03:00:29,ssh,10.7.133.17,22,10.50.50.44,2610,49518,2133
2017-11-11 03:00:29,2017-11-11 03:00:31,ssh,10.7.133.19,22,10.50.50.31,4655,36097,6140
2017-11-11 03:00:29,2017-11-11 03:00:31,ssh,10.7.133.16,22,10.50.50.46,4718,40357,18609
2017-11-11 03:00:29,2017-11-11 03:00:32,ssh,10.7.133.19,22,10.50.50.31,4655,50542,6184
2017-11-11 03:00:29,2017-11-11 03:00:34,ssh,10.7.133.16,22,10.50.50.37,4757,61347,22253
2017-11-11 03:00:30,2017-11-11 03:00:32,ssh,10.7.133.16,22,10.50.50.46,4718,38724,10497
