id,day,checkin,checkout
1186,2017-11-12,2017-11-12 07:39:49,2017-11-12 20:14:43
1255,2017-11-12,2017-11-12 07:55:30,2017-11-12 18:33:19
1165,2017-11-12,2017-11-12 08:35:59,2017-11-12 18:54:29
1371,2017-11-12,2017-11-12 08:38:34,2017-11-12 18:15:07
1473,2017-11-12,2017-11-12 08:50:02,2017-11-12 17:58:15
1499,2017-11-12,2017-11-12 08:57:20,2017-11-12 19:43:19
1300,2017-11-12,2017-11-12 08:59:36,2017-11-12 18:35:17
1013,2017-11-12,2017-11-12 09:00:01,2017-11-12 15:29:03
1350,2017-11-12,2017-11-12 09:15:39,2017-11-12 21:50:52
1217,2017-11-12,2017-11-12 09:20:25,2017-11-12 20:03:07
1497,2017-11-12,2017-11-12 09:23:36,2017-11-12 22:00:08
1150,2017-11-12,2017-11-12 09:29:31,2017-11-12 19:48:27
1244,2017-11-12,2017-11-12 09:30:38,2017-11-12 21:26:30
1228,2017-11-12,2017-11-12 09:32:33,2017-11-12 22:04:02
1325,2017-11-12,2017-11-12 09:46:08,2017-11-12 20:04:27
1487,2017-11-12,2017-11-12 09:47:49,2017-11-12 19:15:27
1143,2017-11-12,2017-11-12 09:52:37,2017-11-12 20:57:01
1173,2017-11-12,2017-11-12 09:55:15,2017-11-12 19:47:45
1438,2017-11-12,2017-11-12 09:55:31,2017-11-12 21:43:56
1261,2017-11-12,2017-11-12 09:56:09,2017-11-12 22:05:43
