proto,dip,dport,sip,sport,state,time,user
ssh,10.7.133.16,22,10.50.50.46,2751,success,2017-11-12 02:00:00,root
ssh,10.7.133.16,22,10.50.50.37,3256,success,2017-11-12 02:00:00,root
ssh,10.7.133.19,22,10.50.50.31,3802,success,2017-11-12 02:00:00,root
ssh,10.7.133.21,22,10.50.50.26,5656,success,2017-11-12 02:00:00,root
ssh,10.7.133.17,22,10.50.50.44,4918,success,2017-11-12 02:00:00,root
ssh,10.50.50.26,22,10.64.106.27,1545,success,2017-11-12 09:15:39,1350
ssh,10.50.50.28,22,10.64.105.3,1553,success,2017-11-12 09:20:25,1217
postgresql,10.7.133.16,5432,10.64.105.106,2280,success,2017-11-12 09:23:36,1497
postgresql,10.50.50.29,5432,10.64.105.51,2290,success,2017-11-12 09:29:31,1150
ftp,10.50.50.29,21,10.64.105.38,1690,success,2017-11-12 09:30:38,1244
sftp,10.50.50.29,22,10.64.105.146,1664,success,2017-11-12 09:32:33,1228
tds,10.50.50.28,54238,10.64.105.14,1648,success,2017-11-12 09:46:08,1325
tds,10.50.50.28,54238,10.64.106.27,1545,success,2017-11-12 09:47:43,1350
mongodb,10.50.50.43,8005,10.64.105.4,2223,success,2017-11-12 09:47:49,1487
mysql,10.50.50.26,4443,10.64.105.106,2280,success,2017-11-12 09:52:01,1497
sftp,10.50.50.28,22,10.64.105.38,1690,success,2017-11-12 09:52:26,1244
ssh,10.50.50.38,22,10.64.105.180,2007,success,2017-11-12 09:52:37,1143
ssh,10.50.50.34,22,10.64.105.64,1903,success,2017-11-12 09:55:15,1173
ftp,10.50.50.41,21,10.64.105.20,2491,success,2017-11-12 09:55:31,1438
postgresql,10.50.50.29,5432,10.64.105.239,2344,success,2017-11-12 09:56:09,1261
mysql,10.50.50.31,4443,10.64.105.3,1553,success,2017-11-12 09:56:55,1217
ftp,10.50.50.28,21,10.64.105.14,1648,success,2017-11-12 10:55:14,1325
mongodb,10.50.50.39,8005,10.64.105.14,1648,success,2017-11-12 11:02:26,1325
tds,10.50.50.26,54238,10.64.106.27,1630,success,2017-11-12 11:04:39,1350
mongodb,10.50.50.26,8005,10.64.105.20,2647,success,2017-11-12 11:05:18,1438
ssh,10.50.50.26,22,10.64.105.4,2267,success,2017-11-12 11:09:17,1487
mongodb,10.50.50.26,8005,10.64.105.3,1553,success,2017-11-12 11:13:10,1217
sftp,10.50.50.28,22,10.64.105.51,2321,success,2017-11-12 11:17:10,1150
postgresql,10.50.50.29,5432,10.64.105.38,1690,success,2017-11-12 11:17:19,1244
ftp,10.50.50.26,21,10.64.105.239,2344,success,2017-11-12 11:19:57,1261
sftp,10.50.50.26,22,10.64.105.106,2280,success,2017-11-12 11:25:10,1497
postgresql,10.50.50.26,5432,10.64.105.239,2344,success,2017-11-12 11:25:30,1261
mongodb,10.50.50.29,8005,10.64.105.106,2280,success,2017-11-12 11:27:23,1497
tds,10.50.50.43,54238,10.64.105.3,1553,success,2017-11-12 11:28:03,1217
ftp,10.50.50.29,21,10.64.105.4,2267,success,2017-11-12 11:28:30,1487
postgresql,10.50.50.28,5432,10.64.105.239,2344,success,2017-11-12 11:30:18,1261
ftp,10.50.50.43,21,10.64.105.146,1799,success,2017-11-12 11:39:50,1228
postgresql,10.7.133.19,5432,10.64.105.51,2321,success,2017-11-12 11:44:49,1150
tds,10.50.50.34,54238,10.64.105.20,2647,success,2017-11-12 11:45:03,1438
mongodb,10.50.50.26,8005,10.64.105.51,2321,success,2017-11-12 11:46:41,1150
ftp,10.50.50.34,21,10.64.105.64,1903,success,2017-11-12 11:46:48,1173
ssh,10.50.50.26,22,10.64.105.180,2145,success,2017-11-12 11:51:09,1143
mongodb,10.50.50.29,8005,10.64.106.27,1630,success,2017-11-12 11:51:44,1350
mysql,10.50.50.41,4443,10.64.105.146,1799,error,2017-11-12 11:59:30,1228
sftp,10.50.50.29,22,10.64.105.64,1903,success,2017-11-12 11:59:40,1173
mysql,10.50.50.28,4443,10.64.105.38,1690,success,2017-11-12 11:59:48,1244
mysql,10.50.50.47,4443,10.64.105.4,2267,success,2017-11-12 12:01:17,1487
ftp,10.50.50.26,21,10.64.105.180,2145,error,2017-11-12 12:04:38,1143
ftp,10.7.133.20,21,10.64.105.20,2647,success,2017-11-12 12:05:52,1438
tds,10.50.50.26,54238,10.64.105.14,1648,success,2017-11-12 12:06:21,1325
tds,10.50.50.29,54238,10.64.105.180,2145,success,2017-11-12 12:09:24,1143
ftp,10.50.50.49,21,10.64.105.239,2344,success,2017-11-12 12:11:35,1261
ssh,10.50.50.26,22,10.64.105.239,2344,error,2017-11-12 12:13:16,1261
ssh,10.50.50.26,22,10.64.105.64,1903,success,2017-11-12 12:18:00,1173
mysql,10.50.50.38,4443,10.64.105.180,2145,success,2017-11-12 12:21:51,1143
tds,10.50.50.29,54238,10.64.105.3,1553,success,2017-11-12 12:28:48,1217
postgresql,10.50.50.28,5432,10.64.105.146,2543,success,2017-11-12 13:35:49,1228
sftp,10.50.50.26,22,10.64.105.38,2427,success,2017-11-12 13:59:09,1244
postgresql,10.50.50.26,5432,10.64.105.3,2521,success,2017-11-12 14:02:19,1217
mysql,10.50.50.26,4443,10.64.105.180,2693,success,2017-11-12 14:09:38,1143
mongodb,10.50.50.29,8005,10.64.105.20,3514,success,2017-11-12 14:13:55,1438
postgresql,10.50.50.26,5432,10.64.105.64,3068,success,2017-11-12 14:34:37,1173
mysql,10.50.50.26,4443,10.64.105.3,2521,success,2017-11-12 14:37:02,1217
mongodb,10.50.50.29,8005,10.64.105.3,2521,success,2017-11-12 14:40:53,1217
sftp,10.50.50.34,22,10.64.105.51,3197,success,2017-11-12 14:54:55,1150
tds,10.50.50.44,54238,10.64.105.64,3068,success,2017-11-12 14:56:24,1173
mysql,10.50.50.26,4443,10.64.105.106,3065,success,2017-11-12 14:59:20,1497
tds,10.50.50.43,54238,10.64.105.4,3442,success,2017-11-12 15:00:03,1487
postgresql,10.7.133.19,5432,10.64.105.51,3197,success,2017-11-12 15:10:55,1150
ssh,10.50.50.47,22,10.64.105.64,3068,success,2017-11-12 15:14:53,1173
ftp,10.50.50.33,21,10.64.105.38,2427,success,2017-11-12 15:20:14,1244
ssh,10.50.50.28,22,10.64.105.38,2427,success,2017-11-12 15:26:06,1244
sftp,10.50.50.33,22,10.64.105.106,3065,success,2017-11-12 15:40:58,1497
sftp,10.50.50.31,22,10.64.105.3,2521,success,2017-11-12 15:42:20,1217
postgresql,10.50.50.44,5432,10.64.105.64,3068,success,2017-11-12 15:42:33,1173
mysql,10.50.50.48,4443,10.64.105.38,2427,success,2017-11-12 15:43:40,1244
tds,10.50.50.43,54238,10.64.105.3,2521,success,2017-11-12 15:56:34,1217
tds,10.50.50.29,54238,10.64.105.3,2521,success,2017-11-12 15:57:21,1217
ssh,10.50.50.26,22,10.64.105.51,3197,success,2017-11-12 15:58:35,1150
mongodb,10.50.50.44,8005,10.64.105.14,2370,success,2017-11-12 15:59:11,1325
mongodb,10.50.50.29,8005,10.64.105.20,3514,success,2017-11-12 16:21:56,1438
mongodb,10.50.50.43,8005,10.64.105.38,2427,success,2017-11-12 16:23:49,1244
tds,10.50.50.26,54238,10.64.105.64,3068,success,2017-11-12 16:25:03,1173
mysql,10.50.50.37,4443,10.64.106.27,2963,success,2017-11-12 16:35:08,1350
mysql,10.50.50.29,4443,10.64.105.3,2521,success,2017-11-12 16:37:54,1217
tds,10.50.50.26,54238,10.64.106.27,2963,success,2017-11-12 16:47:43,1350
mysql,10.50.50.29,4443,10.64.105.106,3065,success,2017-11-12 16:48:43,1497
ssh,10.50.50.26,22,10.64.105.64,3068,success,2017-11-12 16:59:41,1173
tds,10.50.50.28,54238,10.64.105.51,3197,success,2017-11-12 17:08:21,1150
postgresql,10.50.50.43,5432,10.64.105.3,2521,success,2017-11-12 17:15:09,1217
mysql,10.50.50.29,4443,10.64.105.20,3514,success,2017-11-12 17:31:21,1438
mongodb,10.50.50.29,8005,10.64.105.106,3065,success,2017-11-12 17:31:41,1497
sftp,10.50.50.28,22,10.64.105.20,3514,success,2017-11-12 17:50:04,1438
ftp,10.50.50.28,21,10.64.106.27,2963,success,2017-11-12 18:10:49,1350
mongodb,10.50.50.28,8005,10.64.105.51,3197,success,2017-11-12 18:14:31,1150
tds,10.50.50.26,54238,10.64.105.64,3068,success,2017-11-12 18:15:10,1173
mongodb,10.50.50.44,8005,10.64.106.27,2963,success,2017-11-12 18:15:19,1350
ssh,10.50.50.28,22,10.64.105.38,2427,success,2017-11-12 18:15:51,1244
ssh,10.50.50.49,22,10.64.105.38,2427,success,2017-11-12 18:25:53,1244
ssh,10.50.50.28,22,10.64.105.64,3068,success,2017-11-12 18:34:43,1173
