id,day,checkin,checkout
1067,2017-11-29,0,0
1376,2017-11-29,0,0
1389,2017-11-29,0,0
1487,2017-11-29,0,0
1383,2017-11-29,0,0
1352,2017-11-29,0,0
1059,2017-11-29,0,0
1041,2017-11-29,0,0
1068,2017-11-29,0,0
1314,2017-11-29,0,0
1281,2017-11-29,0,0
1149,2017-11-29,0,0
1499,2017-11-29,0,0
1013,2017-11-29,0,0
1370,2017-11-29,2017-11-29 06:27:09,2017-11-29 17:59:36
1137,2017-11-29,2017-11-29 06:55:20,2017-11-29 19:49:53
1253,2017-11-29,2017-11-29 07:04:51,2017-11-29 19:27:51
1180,2017-11-29,2017-11-29 07:05:46,2017-11-29 17:30:42
1140,2017-11-29,2017-11-29 07:06:33,2017-11-29 18:24:51
1226,2017-11-29,2017-11-29 07:06:33,2017-11-29 18:11:30
1102,2017-11-29,2017-11-29 07:14:31,2017-11-29 20:33:39
1397,2017-11-29,2017-11-29 07:16:24,2017-11-29 18:20:27
1359,2017-11-29,2017-11-29 07:18:42,2017-11-29 18:55:22
1493,2017-11-29,2017-11-29 07:25:23,2017-11-29 20:27:35
1456,2017-11-29,2017-11-29 07:27:55,2017-11-29 20:53:36
1145,2017-11-29,2017-11-29 07:28:03,2017-11-29 21:41:29
1186,2017-11-29,2017-11-29 07:30:00,2017-11-29 17:37:39
1431,2017-11-29,2017-11-29 07:30:15,2017-11-29 17:15:05
1204,2017-11-29,2017-11-29 07:30:51,2017-11-29 20:46:38
1484,2017-11-29,2017-11-29 07:31:01,2017-11-29 20:50:18
1210,2017-11-29,2017-11-29 07:34:16,2017-11-29 21:33:39
1257,2017-11-29,2017-11-29 07:35:19,2017-11-29 19:50:33
1167,2017-11-29,2017-11-29 07:36:24,2017-11-29 19:08:50
1342,2017-11-29,2017-11-29 07:37:39,2017-11-29 18:20:29
1417,2017-11-29,2017-11-29 07:38:04,2017-11-29 19:34:00
1467,2017-11-29,2017-11-29 07:38:17,2017-11-29 20:55:09
1108,2017-11-29,2017-11-29 07:39:20,2017-11-29 18:51:06
1459,2017-11-29,2017-11-29 07:40:31,2017-11-29 20:10:15
1224,2017-11-29,2017-11-29 07:41:29,2017-11-29 18:13:46
1327,2017-11-29,2017-11-29 07:46:36,2017-11-29 18:09:21
1307,2017-11-29,2017-11-29 07:47:20,2017-11-29 19:44:32
1220,2017-11-29,2017-11-29 07:47:51,2017-11-29 20:19:58
1457,2017-11-29,2017-11-29 07:48:40,2017-11-29 19:59:23
1248,2017-11-29,2017-11-29 07:49:24,2017-11-29 18:15:30
1451,2017-11-29,2017-11-29 07:49:29,2017-11-29 17:37:41
1255,2017-11-29,2017-11-29 07:52:10,2017-11-29 17:49:50
1498,2017-11-29,2017-11-29 07:53:04,2017-11-29 18:02:41
1368,2017-11-29,2017-11-29 07:53:52,2017-11-29 19:59:48
1439,2017-11-29,2017-11-29 07:54:27,2017-11-29 17:33:42
1293,2017-11-29,2017-11-29 07:54:33,2017-11-29 18:17:11
1213,2017-11-29,2017-11-29 07:57:00,2017-11-29 18:23:35
1346,2017-11-29,2017-11-29 07:57:19,2017-11-29 18:25:21
1347,2017-11-29,2017-11-29 07:58:01,2017-11-29 19:49:18
1369,2017-11-29,2017-11-29 07:59:05,2017-11-29 17:45:55
1252,2017-11-29,2017-11-29 08:00:19,2017-11-29 18:36:26
1286,2017-11-29,2017-11-29 08:07:20,2017-11-29 19:35:42
1127,2017-11-29,2017-11-29 08:09:44,2017-11-29 19:15:58
1251,2017-11-29,2017-11-29 08:10:00,2017-11-29 18:33:07
1142,2017-11-29,2017-11-29 08:10:15,2017-11-29 19:46:18
1254,2017-11-29,2017-11-29 08:10:28,2017-11-29 20:01:25
1495,2017-11-29,2017-11-29 08:10:38,2017-11-29 18:58:16
1345,2017-11-29,2017-11-29 08:10:52,2017-11-29 20:41:16
1344,2017-11-29,2017-11-29 08:11:04,2017-11-29 18:20:32
1330,2017-11-29,2017-11-29 08:12:53,2017-11-29 18:35:01
1296,2017-11-29,2017-11-29 08:13:11,2017-11-29 19:24:44
1351,2017-11-29,2017-11-29 08:15:31,2017-11-29 18:46:48
1491,2017-11-29,2017-11-29 08:15:43,2017-11-29 19:01:22
1098,2017-11-29,2017-11-29 08:15:52,2017-11-29 18:53:09
1362,2017-11-29,2017-11-29 08:15:55,2017-11-29 18:36:17
1486,2017-11-29,2017-11-29 08:17:55,2017-11-29 20:58:55
1207,2017-11-29,2017-11-29 08:18:06,2017-11-29 21:29:17
1165,2017-11-29,2017-11-29 08:20:32,2017-11-29 18:54:58
1306,2017-11-29,2017-11-29 08:20:55,2017-11-29 19:06:44
1182,2017-11-29,2017-11-29 08:23:27,2017-11-29 21:24:46
1490,2017-11-29,2017-11-29 08:23:37,2017-11-29 18:37:28
1449,2017-11-29,2017-11-29 08:23:48,2017-11-29 20:26:30
1455,2017-11-29,2017-11-29 08:24:02,2017-11-29 19:01:36
1104,2017-11-29,2017-11-29 08:24:23,2017-11-29 19:20:23
1125,2017-11-29,2017-11-29 08:24:35,2017-11-29 21:03:54
1124,2017-11-29,2017-11-29 08:25:50,2017-11-29 20:28:10
1496,2017-11-29,2017-11-29 08:26:01,2017-11-29 19:59:16
1126,2017-11-29,2017-11-29 08:26:15,2017-11-29 19:26:11
1428,2017-11-29,2017-11-29 08:26:32,2017-11-29 18:12:17
1336,2017-11-29,2017-11-29 08:26:47,2017-11-29 21:36:45
1466,2017-11-29,2017-11-29 08:27:23,2017-11-29 15:07:15
1348,2017-11-29,2017-11-29 08:28:13,2017-11-29 18:59:32
1199,2017-11-29,2017-11-29 08:28:23,2017-11-29 18:10:39
1270,2017-11-29,2017-11-29 08:28:26,2017-11-29 21:27:10
1396,2017-11-29,2017-11-29 08:28:44,2017-11-29 19:21:32
1371,2017-11-29,2017-11-29 08:29:17,2017-11-29 18:18:16
1481,2017-11-29,2017-11-29 08:29:51,2017-11-29 18:32:54
1299,2017-11-29,2017-11-29 08:30:04,2017-11-29 18:34:41
1209,2017-11-29,2017-11-29 08:30:38,2017-11-29 19:09:53
1230,2017-11-29,2017-11-29 08:31:20,2017-11-29 20:49:02
1100,2017-11-29,2017-11-29 08:31:47,2017-11-29 19:14:42
1278,2017-11-29,2017-11-29 08:32:03,2017-11-29 20:11:21
1349,2017-11-29,2017-11-29 08:32:09,2017-11-29 18:11:04
1106,2017-11-29,2017-11-29 08:32:15,2017-11-29 18:26:02
1312,2017-11-29,2017-11-29 08:32:56,2017-11-29 18:53:06
1265,2017-11-29,2017-11-29 08:33:06,2017-11-29 18:47:59
1305,2017-11-29,2017-11-29 08:33:16,2017-11-29 20:51:05
1152,2017-11-29,2017-11-29 08:33:32,2017-11-29 18:12:32
1321,2017-11-29,2017-11-29 08:33:46,2017-11-29 18:58:35
1425,2017-11-29,2017-11-29 08:34:18,2017-11-29 18:06:44
1477,2017-11-29,2017-11-29 08:34:23,2017-11-29 18:44:25
1197,2017-11-29,2017-11-29 08:34:54,2017-11-29 18:13:30
1246,2017-11-29,2017-11-29 08:35:07,2017-11-29 19:04:19
1189,2017-11-29,2017-11-29 08:35:14,2017-11-29 18:31:51
1483,2017-11-29,2017-11-29 08:35:28,2017-11-29 18:09:03
1393,2017-11-29,2017-11-29 08:35:36,2017-11-29 20:17:38
