proto,dip,dport,sip,sport,state,time,user
ssh,10.7.133.16,22,10.50.50.46,3120,success,2017-11-29 02:00:00,root
ssh,10.7.133.19,22,10.50.50.31,3763,success,2017-11-29 02:00:00,root
ssh,10.7.133.21,22,10.50.50.26,5562,success,2017-11-29 02:00:00,root
ssh,10.7.133.17,22,10.50.50.44,3986,success,2017-11-29 02:00:00,root
ssh,10.7.133.16,22,10.50.50.37,3157,success,2017-11-29 02:00:00,root
mongodb,10.50.50.26,8005,10.64.105.242,1557,success,2017-11-29 07:10:57,1140
ftp,10.50.50.49,21,10.64.105.120,2345,success,2017-11-29 07:14:31,1102
mongodb,10.50.50.26,8005,10.64.105.160,2005,success,2017-11-29 07:16:24,1397
ssh,10.50.50.28,22,10.64.105.75,2168,success,2017-11-29 07:18:42,1359
sftp,10.50.50.29,22,10.64.105.13,2229,success,2017-11-29 07:26:29,1493
postgresql,10.50.50.28,5432,10.64.105.112,2254,error,2017-11-29 07:27:55,1456
mysql,10.50.50.46,4443,10.64.105.116,2266,success,2017-11-29 07:30:51,1204
mysql,10.50.50.36,4443,10.64.105.107,2436,success,2017-11-29 07:32:15,1145
tds,10.50.50.28,54238,10.64.106.45,1678,success,2017-11-29 07:33:01,1484
mysql,10.50.50.26,4443,10.64.105.54,1823,success,2017-11-29 07:36:25,1257
ssh,10.50.50.29,22,10.64.106.34,2151,success,2017-11-29 07:38:22,1210
mongodb,10.50.50.26,8005,10.64.105.164,2157,success,2017-11-29 07:40:00,1167
postgresql,10.50.50.37,5432,10.64.105.203,1839,error,2017-11-29 07:41:16,1417
sftp,10.50.50.29,22,10.64.106.20,1647,error,2017-11-29 07:42:25,1459
ssh,10.50.50.26,22,10.64.105.120,2345,success,2017-11-29 07:43:57,1102
tds,10.50.50.28,54238,10.64.105.137,1718,success,2017-11-29 07:45:47,1224
tds,10.50.50.29,54238,10.64.105.160,2005,error,2017-11-29 07:45:50,1397
mysql,10.50.50.29,4443,10.64.105.242,1557,success,2017-11-29 07:47:50,1140
postgresql,10.50.50.29,5432,10.64.105.36,1819,success,2017-11-29 07:48:21,1220
mysql,10.50.50.28,4443,10.64.105.9,1741,success,2017-11-29 07:49:44,1307
